TEXT-ID	TYPE
Artur-P-G7078-P700484	JI
Artur-P-G7078-P700576	JI
Artur-P-G7078-P700700	JI
Artur-P-G7078-P700702	JI
Artur-P-G7078-P700704	JI
Artur-P-G7078-P700792	JI
Artur-P-G7078-P700825	JI
Artur-P-G7079-P700381	JI
Artur-P-G7079-P700593	JI
Artur-P-G7079-P700595	JI
Artur-P-G7079-P700597	JI
Artur-P-G7079-P700745	JI
Artur-P-G7079-P700747	JI
Artur-P-G7079-P700749	JI
Artur-P-G7079-P701436	JI
Artur-P-G7079-P701444	JI
Artur-P-G7079-P701451	JI
Artur-P-G7080-P700019	JI
Artur-P-G7080-P700119	JI
Artur-P-G7080-P700129	JI
Artur-P-G7080-P700284	JI
Artur-P-G7080-P700937	JI
Artur-P-G7080-P700982	JI
Artur-P-G7080-P700991	JI
Artur-P-G7080-P701386	JI
Artur-P-G7083-P700155	JI
Artur-P-G7083-P700365	JI
Artur-P-G7083-P700390	JI
Artur-P-G7083-P700400	JI
Artur-P-G7083-P700418	JI
Artur-P-G7083-P700456	JI
Artur-P-G7083-P700916	JI
Artur-P-G7083-P700941	JI
Artur-P-G7085-P700024	JI
Artur-P-G7085-P700176	JI
Artur-P-G7085-P700184	JI
Artur-P-G7085-P700300	JI
Artur-P-G7085-P700302	JI
Artur-P-G7085-P701065	JI
Artur-P-G7085-P701092	JI
Artur-P-G7085-P701112	JI
Artur-P-G7087-P700267	JI
Artur-P-G7087-P700273	JI
Artur-P-G7087-P700414	JI
Artur-P-G7087-P700417	JI
Artur-P-G7087-P700423	JI
Artur-P-G7087-P700714	JI
Artur-P-G7088-P700162	JI
Artur-P-G7088-P700392	JI
Artur-P-G7088-P700395	JI
Artur-P-G7088-P700424	JI
Artur-P-G7088-P700463	JI
Artur-P-G7088-P700478	JI
Artur-P-G7088-P700480	JI
Artur-P-G7088-P700924	JI
Artur-P-G7088-P700985	JI
Artur-P-G7089-P700001	JI
Artur-P-G7089-P700003	JI
Artur-P-G7089-P700005	JI
Artur-P-G7089-P700986	JI
Artur-P-G7089-P701011	JI
Artur-P-G7089-P701115	JI
Artur-P-G7090-P705367	JI
Artur-P-G7090-P705368	JI
Artur-P-G7091-P700556	JI
Artur-P-G7092-P705583	JI
Artur-P-G7093-P708111	JI
Artur-P-G7095-P700608	JI
Artur-P-G7095-P700610	JI
Artur-P-G7095-P700623	JI
Artur-P-G7095-P700625	JI
Artur-P-G7095-P700629	JI
Artur-P-G7095-P700647	JI
Artur-P-G7095-P700649	JI
Artur-P-G7095-P700663	JI
Artur-P-G7095-P700665	JI
Artur-P-G7096-P700068	JI
Artur-P-G7096-P700197	JI
Artur-P-G7096-P700366	JI
Artur-P-G7096-P700379	JI
Artur-P-G7096-P700458	JI
Artur-P-G7096-P700490	JI
Artur-P-G7096-P700927	JI
Artur-P-G7097-P700072	JI
Artur-P-G7097-P700683	JI
Artur-P-G7097-P700850	JI
Artur-P-G7097-P700874	JI
Artur-P-G7097-P700910	JI
Artur-P-G7097-P700984	JI
Artur-P-G7097-P701477	JI
Artur-P-G7097-P701684	JI
Artur-P-G7098-P700117	JI
Artur-P-G7098-P700181	JI
Artur-P-G7098-P700266	JI
Artur-P-G7098-P700282	JI
Artur-P-G7099-P700058	JI
Artur-P-G7099-P700118	JI
Artur-P-G7099-P700175	JI
Artur-P-G7099-P700836	JI
Artur-P-G7099-P700868	JI
Artur-P-G7099-P700999	JI
Artur-P-G7099-P701013	JI
Artur-P-G7099-P701182	JI
Artur-P-G7099-P701184	JI
Artur-P-G7101-P705329	JI
Artur-P-G7103-P700077	JI
Artur-P-G7103-P700409	JI
Artur-P-G7103-P700415	JI
Artur-P-G7103-P700420	JI
Artur-P-G7104-P700551	JI
Artur-P-G7104-P700553	JI
Artur-P-G7104-P700718	JI
Artur-P-G7104-P700720	JI
Artur-P-G7104-P700722	JI
Artur-P-G7104-P700940	JI
Artur-P-G7104-P701073	JI
Artur-P-G7104-P701199	JI
Artur-P-G7104-P701201	JI
Artur-P-G7104-P701203	JI
Artur-P-G7105-P700089	JI
Artur-P-G7105-P700091	JI
Artur-P-G7105-P700093	JI
Artur-P-G7105-P700335	JI
Artur-P-G7105-P700488	JI
Artur-P-G7105-P700723	JI
Artur-P-G7105-P700725	JI
Artur-P-G7105-P700727	JI
Artur-P-G7109-P700198	JI
Artur-P-G7109-P700563	JI
Artur-P-G7109-P700780	JI
Artur-P-G7109-P700789	JI
Artur-P-G7109-P701382	JI
Artur-P-G7109-P701414	JI
Artur-P-G7112-P700090	JI
Artur-P-G7112-P700092	JI
Artur-P-G7112-P700697	JI
Artur-P-G7112-P700699	JI
Artur-P-G7112-P701195	JI
Artur-P-G7112-P701197	JI
Artur-P-G7112-P701242	JI
Artur-P-G7113-P700076	JI
Artur-P-G7113-P700160	JI
Artur-P-G7113-P700249	JI
Artur-P-G7113-P700346	JI
Artur-P-G7113-P700922	JI
Artur-P-G7113-P701153	JI
Artur-P-G7113-P701155	JI
Artur-P-G7113-P701157	JI
Artur-P-G7114-P705334	JI
Artur-P-G7114-P705335	JI
Artur-P-G7115-P708171	JI
Artur-P-G7115-P708173	JI
Artur-P-G7115-P708174	JI
Artur-P-G7116-P700074	JI
Artur-P-G7116-P700191	JI
Artur-P-G7116-P700574	JI
Artur-P-G7116-P700758	JI
Artur-P-G7117-P700121	JI
Artur-P-G7117-P700123	JI
Artur-P-G7117-P700252	JI
Artur-P-G7117-P700274	JI
Artur-P-G7117-P700443	JI
Artur-P-G7118-P701449	JI
Artur-P-G7118-P701452	JI
Artur-P-G7118-P701534	JI
Artur-P-G7118-P701540	JI
Artur-P-G7118-P702225	JI
Artur-P-G7118-P702798	JI
Artur-P-G7118-P702947	JI
Artur-P-G7119-P700125	JI
Artur-P-G7119-P700189	JI
Artur-P-G7119-P700258	JI
Artur-P-G7119-P700378	JI
Artur-P-G7119-P700430	JI
Artur-P-G7119-P700467	JI
Artur-P-G7120-P700177	JI
Artur-P-G7120-P700215	JI
Artur-P-G7120-P700216	JI
Artur-P-G7121-P700103	JI
Artur-P-G7121-P700226	JI
Artur-P-G7121-P700308	JI
Artur-P-G7121-P700344	JI
Artur-P-G7121-P700497	JI
Artur-P-G7121-P700557	JI
Artur-P-G7121-P700802	JI
Artur-P-G7121-P701571	JI
Artur-P-G7122-P700115	JI
Artur-P-G7122-P700180	JI
Artur-P-G7122-P700222	JI
Artur-P-G7122-P700294	JI
Artur-P-G7122-P700437	JI
Artur-P-G7122-P700473	JI
Artur-P-G7122-P700577	JI
Artur-P-G7122-P700773	JI
Artur-P-G7122-P700793	JI
Artur-P-G7122-P700841	JI
Artur-P-G7122-P701171	JI
Artur-P-G7122-P701537	JI
Artur-P-G7123-P700111	JI
Artur-P-G7123-P700231	JI
Artur-P-G7123-P700270	JI
Artur-P-G7123-P700324	JI
Artur-P-G7123-P700341	JI
Artur-P-G7123-P700350	JI
Artur-P-G7123-P700385	JI
Artur-P-G7123-P700508	JI
Artur-P-G7124-P700104	JI
Artur-P-G7124-P700233	JI
Artur-P-G7124-P700312	JI
Artur-P-G7124-P700326	JI
Artur-P-G7124-P700333	JI
Artur-P-G7124-P700368	JI
Artur-P-G7125-P700085	JI
Artur-P-G7125-P700087	JI
Artur-P-G7125-P700157	JI
Artur-P-G7125-P700310	JI
Artur-P-G7125-P700318	JI
Artur-P-G7125-P701489	JI
Artur-P-G7125-P701631	JI
Artur-P-G7125-P701698	JI
Artur-P-G7125-P702622	JI
Artur-P-G7126-P700043	JI
Artur-P-G7126-P700636	JI
Artur-P-G7126-P700638	JI
Artur-P-G7126-P700670	JI
Artur-P-G7126-P701085	JI
Artur-P-G7126-P701125	JI
Artur-P-G7126-P701262	JI
Artur-P-G7126-P701274	JI
Artur-P-G7129-P700321	JI
Artur-P-G7129-P700331	JI
Artur-P-G7129-P700334	JI
Artur-P-G7129-P700337	JI
Artur-P-G7129-P700342	JI
Artur-P-G7129-P700519	JI
Artur-P-G7130-P700079	JI
Artur-P-G7130-P700139	JI
Artur-P-G7130-P700147	JI
Artur-P-G7130-P700152	JI
Artur-P-G7130-P700457	JI
Artur-P-G7130-P700653	JI
Artur-P-G7130-P700655	JI
Artur-P-G7130-P700936	JI
Artur-P-G7130-P700938	JI
Artur-P-G7130-P701006	JI
Artur-P-G7130-P701287	JI
Artur-P-G7131-P700339	JI
Artur-P-G7131-P700828	JI
Artur-P-G7131-P700878	JI
Artur-P-G7132-P700036	JI
Artur-P-G7132-P700038	JI
Artur-P-G7132-P700051	JI
Artur-P-G7132-P700687	JI
Artur-P-G7132-P700706	JI
Artur-P-G7132-P700708	JI
Artur-P-G7132-P701187	JI
Artur-P-G7132-P701189	JI
Artur-P-G7132-P701278	JI
Artur-P-G7132-P701280	JI
Artur-P-G7132-P701297	JI
Artur-P-G7133-P700135	JI
Artur-P-G7133-P700137	JI
Artur-P-G7133-P700145	JI
Artur-P-G7133-P700151	JI
Artur-P-G7133-P700156	JI
Artur-P-G7133-P700166	JI
Artur-P-G7133-P700173	JI
Artur-P-G7133-P700320	JI
Artur-P-G7133-P700372	JI
Artur-P-G7134-P700227	JI
Artur-P-G7135-P701949	JI
Artur-P-G7135-P701951	JI
Artur-P-G7136-P701160	JI
Artur-P-G7136-P701162	JI
Artur-P-G7136-P701163	JI
Artur-P-G7136-P701165	JI
Artur-P-G7136-P701183	JI
Artur-P-G7136-P701185	JI
Artur-P-G7136-P701218	JI
Artur-P-G7136-P701220	JI
Artur-P-G7136-P701254	JI
Artur-P-G7138-P702126	JI
Artur-P-G7138-P702213	JI
Artur-P-G7138-P702215	JI
Artur-P-G7138-P702355	JI
Artur-P-G7138-P702535	JI
Artur-P-G7138-P702878	JI
Artur-P-G7138-P703116	JI
Artur-P-G7138-P703119	JI
Artur-P-G7138-P703703	JI
Artur-P-G7138-P703709	JI
Artur-P-G7139-P700141	JI
Artur-P-G7139-P700158	JI
Artur-P-G7139-P700169	JI
Artur-P-G7139-P700351	JI
Artur-P-G7139-P700681	JI
Artur-P-G7139-P700790	JI
Artur-P-G7139-P700803	JI
Artur-P-G7139-P701306	JI
Artur-P-G7139-P701308	JI
Artur-P-G7139-P701498	JI
Artur-P-G7140-P700034	JI
Artur-P-G7140-P700044	JI
Artur-P-G7140-P700046	JI
Artur-P-G7140-P700075	JI
Artur-P-G7140-P700686	JI
Artur-P-G7140-P700710	JI
Artur-P-G7140-P700712	JI
Artur-P-G7141-P700494	JI
Artur-P-G7141-P700516	JI
Artur-P-G7141-P700526	JI
Artur-P-G7141-P700534	JI
Artur-P-G7142-P705610	JI
Artur-P-G7142-P705612	JI
Artur-P-G7142-P705614	JI
Artur-P-G7142-P705617	JI
Artur-P-G7144-P700116	JI
Artur-P-G7144-P700236	JI
Artur-P-G7144-P700314	JI
Artur-P-G7144-P700397	JI
Artur-P-G7144-P700503	JI
Artur-P-G7144-P700559	JI
Artur-P-G7144-P700651	JI
Artur-P-G7144-P700807	JI
Artur-P-G7145-P700426	JI
Artur-P-G7145-P700429	JI
Artur-P-G7145-P700759	JI
Artur-P-G7145-P700766	JI
Artur-P-G7145-P700768	JI
Artur-P-G7145-P701380	JI
Artur-P-G7146-P700209	JI
Artur-P-G7146-P700567	JI
Artur-P-G7147-P700021	JI
Artur-P-G7147-P700094	JI
Artur-P-G7147-P700096	JI
Artur-P-G7147-P700098	JI
Artur-P-G7147-P700106	JI
Artur-P-G7147-P700235	JI
Artur-P-G7147-P700264	JI
Artur-P-G7147-P700313	JI
Artur-P-G7147-P700328	JI
Artur-P-G7147-P700347	JI
Artur-P-G7147-P700383	JI
Artur-P-G7149-P700309	JI
Artur-P-G7149-P701597	JI
Artur-P-G7149-P701651	JI
Artur-P-G7149-P701652	JI
Artur-P-G7149-P701737	JI
Artur-P-G7149-P702020	JI
Artur-P-G7149-P702022	JI
Artur-P-G7149-P702492	JI
Artur-P-G7149-P702832	JI
Artur-P-G7153-P701082	JI
Artur-P-G7153-P701538	JI
Artur-P-G7153-P701869	JI
Artur-P-G7153-P702368	JI
Artur-P-G7153-P703182	JI
Artur-P-G7153-P703184	JI
Artur-P-G7153-P703186	JI
Artur-P-G7153-P703494	JI
Artur-P-G7153-P703496	JI
Artur-P-G7153-P703915	JI
Artur-P-G7153-P703917	JI
Artur-P-G7153-P704280	JI
Artur-P-G7153-P704740	JI
Artur-P-G7154-P700023	JI
Artur-P-G7154-P700105	JI
Artur-P-G7154-P700143	JI
Artur-P-G7154-P700171	JI
Artur-P-G7154-P700195	JI
Artur-P-G7154-P700369	JI
Artur-P-G7154-P700461	JI
Artur-P-G7154-P700544	JI
Artur-P-G7155-P700131	JI
Artur-P-G7155-P700259	JI
Artur-P-G7155-P700279	JI
Artur-P-G7156-P700317	JI
Artur-P-G7158-P705327	JI
Artur-P-G7158-P708000	JI
Artur-P-G7158-P708004	JI
Artur-P-G7159-P700127	JI
Artur-P-G7159-P700203	JI
Artur-P-G7159-P700255	JI
Artur-P-G7159-P700290	JI
Artur-P-G7159-P700386	JI
Artur-P-G7159-P700388	JI
Artur-P-G7159-P700774	JI
Artur-P-G7159-P700819	JI
Artur-P-G7159-P700834	JI
Artur-P-G7160-P702670	JI
Artur-P-G7160-P702672	JI
Artur-P-G7161-P700900	JI
Artur-P-G7161-P700913	JI
Artur-P-G7162-P700206	JI
Artur-P-G7162-P700211	JI
Artur-P-G7162-P700218	JI
Artur-P-G7163-P700059	JI
Artur-P-G7163-P700061	JI
Artur-P-G7163-P700327	JI
Artur-P-G7163-P700371	JI
Artur-P-G7163-P700622	JI
Artur-P-G7163-P700624	JI
Artur-P-G7163-P700739	JI
Artur-P-G7163-P700741	JI
Artur-P-G7163-P700805	JI
Artur-P-G7163-P701003	JI
Artur-P-G7165-P700908	JI
Artur-P-G7165-P700915	JI
Artur-P-G7165-P700926	JI
Artur-P-G7165-P700928	JI
Artur-P-G7165-P700932	JI
Artur-P-G7165-P700934	JI
Artur-P-G7166-P700015	JI
Artur-P-G7166-P700017	JI
Artur-P-G7166-P700280	JI
Artur-P-G7166-P701407	JI
Artur-P-G7168-P700042	JI
Artur-P-G7168-P700045	JI
Artur-P-G7168-P700047	JI
Artur-P-G7168-P700114	JI
Artur-P-G7168-P700709	JI
Artur-P-G7168-P700711	JI
Artur-P-G7168-P700713	JI
Artur-P-G7168-P700743	JI
Artur-P-G7168-P701087	JI
Artur-P-G7168-P701217	JI
Artur-P-G7168-P701219	JI
Artur-P-G7169-P700122	JI
Artur-P-G7169-P700124	JI
Artur-P-G7169-P700268	JI
Artur-P-G7169-P700276	JI
Artur-P-G7169-P700281	JI
Artur-P-G7171-P700512	JI
Artur-P-G7171-P700514	JI
Artur-P-G7171-P700521	JI
Artur-P-G7171-P700523	JI
Artur-P-G7171-P700530	JI
Artur-P-G7171-P700667	JI
Artur-P-G7172-P700142	JI
Artur-P-G7172-P700148	JI
Artur-P-G7172-P700159	JI
Artur-P-G7172-P700170	JI
Artur-P-G7172-P700543	JI
Artur-P-G7172-P700688	JI
Artur-P-G7172-P700690	JI
Artur-P-G7172-P700921	JI
Artur-P-G7173-P700441	JI
Artur-P-G7173-P700755	JI
Artur-P-G7173-P700837	JI
Artur-P-G7173-P700972	JI
Artur-P-G7173-P700974	JI
Artur-P-G7173-P700979	JI
Artur-P-G7173-P701377	JI
Artur-P-G7173-P701727	JI
Artur-P-G7173-P702370	JI
Artur-P-G7173-P704212	JI
Artur-P-G7174-P703542	JI
Artur-P-G7174-P703544	JI
Artur-P-G7174-P703638	JI
Artur-P-G7174-P703648	JI
Artur-P-G7174-P703651	JI
Artur-P-G7174-P703693	JI
Artur-P-G7176-P705578	JI
Artur-P-G7177-P705407	JI
Artur-P-G7178-P700064	JI
Artur-P-G7178-P700066	JI
Artur-P-G7178-P700248	JI
Artur-P-G7178-P700250	JI
Artur-P-G7178-P700256	JI
Artur-P-G7179-P700428	JI
Artur-P-G7179-P700751	JI
Artur-P-G7179-P700776	JI
Artur-P-G7180-P700541	JI
Artur-P-G7180-P700919	JI
Artur-P-G7180-P701384	JI
Artur-P-G7180-P701561	JI
Artur-P-G7180-P701593	JI
Artur-P-G7180-P701800	JI
Artur-P-G7180-P702332	JI
Artur-P-G7180-P703639	JI
Artur-P-G7181-P700228	JI
Artur-P-G7181-P701523	JI
Artur-P-G7181-P701959	JI
Artur-P-G7181-P701962	JI
Artur-P-G7181-P701965	JI
Artur-P-G7181-P701967	JI
Artur-P-G7181-P701981	JI
Artur-P-G7181-P701983	JI
Artur-P-G7181-P701985	JI
Artur-P-G7181-P701995	JI
Artur-P-G7183-P700525	JI
Artur-P-G7183-P700529	JI
Artur-P-G7183-P700532	JI
Artur-P-G7183-P700779	JI
Artur-P-G7183-P701158	JI
Artur-P-G7185-P700361	JI
Artur-P-G7185-P700493	JI
Artur-P-G7185-P700505	JI
Artur-P-G7185-P700507	JI
Artur-P-G7185-P700509	JI
Artur-P-G7187-P701954	JI
Artur-P-G7187-P701956	JI
Artur-P-G7187-P701988	JI
Artur-P-G7187-P701991	JI
Artur-P-G7188-P700002	JI
Artur-P-G7188-P700004	JI
Artur-P-G7188-P700007	JI
Artur-P-G7188-P700009	JI
Artur-P-G7188-P700012	JI
Artur-P-G7188-P700014	JI
Artur-P-G7188-P700016	JI
Artur-P-G7188-P700018	JI
Artur-P-G7188-P700020	JI
Artur-P-G7188-P700579	JI
Artur-P-G7189-P700210	JI
Artur-P-G7189-P700224	JI
Artur-P-G7190-P700165	JI
Artur-P-G7190-P700362	JI
Artur-P-G7190-P700374	JI
Artur-P-G7191-P700011	JI
Artur-P-G7191-P700013	JI
Artur-P-G7191-P700109	JI
Artur-P-G7191-P700229	JI
Artur-P-G7191-P700316	JI
Artur-P-G7191-P700349	JI
Artur-P-G7191-P700439	JI
Artur-P-G7191-P700447	JI
Artur-P-G7191-P700495	JI
Artur-P-G7191-P700561	JI
Artur-P-G7191-P700571	JI
Artur-P-G7191-P700692	JI
Artur-P-G7192-P705401	JI
Artur-P-G7195-P701510	JI
Artur-P-G7195-P701514	JI
Artur-P-G7195-P701516	JI
Artur-P-G7195-P701518	JI
Artur-P-G7196-P700427	JI
Artur-P-G7197-P700569	JI
Artur-P-G7197-P700696	JI
Artur-P-G7197-P700698	JI
Artur-P-G7197-P700907	JI
Artur-P-G7197-P700953	JI
Artur-P-G7198-P703443	JI
Artur-P-G7198-P703445	JI
Artur-P-G7198-P703589	JI
Artur-P-G7198-P703699	JI
Artur-P-G7198-P703863	JI
Artur-P-G7198-P704242	JI
Artur-P-G7198-P704632	JI
Artur-P-G7198-P704900	JI
Artur-P-G7198-P704902	JI
Artur-P-G7198-P705193	JI
Artur-P-G7199-P705145	JI
Artur-P-G7199-P705148	JI
Artur-P-G7200-P700402	JI
Artur-P-G7200-P700485	JI
Artur-P-G7200-P700487	JI
Artur-P-G7200-P700635	JI
Artur-P-G7200-P700637	JI
Artur-P-G7200-P700791	JI
Artur-P-G7200-P703896	JI
Artur-P-G7200-P703898	JI
Artur-P-G7200-P703900	JI
Artur-P-G7201-P700182	JI
Artur-P-G7201-P701412	JI
Artur-P-G7201-P701589	JI
Artur-P-G7202-P705471	JI
Artur-P-G7202-P708031	JI
Artur-P-G7203-P700132	JI
Artur-P-G7203-P700186	JI
Artur-P-G7203-P700202	JI
Artur-P-G7203-P700257	JI
Artur-P-G7203-P700295	JI
Artur-P-G7203-P700297	JI
Artur-P-G7203-P700824	JI
