who,numw,file,textdesc
Dm-prij-06009,183,SPOG-Gos254-NZosmsstdo-jt0907061638.xml,"zunaj doma, prijatelji"
If-prij-06008,175,SPOG-Gos254-NZosmsstdo-jt0907061638.xml,"zunaj doma, prijatelji"
Mm-prij-06007,82,SPOG-Gos254-NZosmsstdo-jt0907061638.xml,"zunaj doma, prijatelji"
