who,numw,file,textdesc
Af-star-05611,145,SPOG-Gos220-NZosgododr-ag0907121630.xml,"doma, družina"
Bm-star-05612,101,SPOG-Gos220-NZosgododr-ag0907121630.xml,"doma, družina"
Cf-otro-05613,144,SPOG-Gos220-NZosgododr-ag0907121630.xml,"doma, družina"
Df-otro-05614,52,SPOG-Gos220-NZosgododr-ag0907121630.xml,"doma, družina"
