who,numw,file,textdesc
Tf-prij-06001,228,SPOG-Gos268-NZteceprij-im0906301216.xml,klic prijatelju
Vf-prij-06002,199,SPOG-Gos268-NZteceprij-im0906301216.xml,klic prijatelju
