who,numw,file,textdesc
If-sode-01616,170,SPOG-Gos228-NZoskpzupr-np0911041757.xml,"zunaj doma, prijatelji"
Kf-sode-01615,82,SPOG-Gos228-NZoskpzupr-np0911041757.xml,"zunaj doma, prijatelji"
Rm-sode-01614,81,SPOG-Gos228-NZoskpzupr-np0911041757.xml,"zunaj doma, prijatelji"
Sf-sode-01618,69,SPOG-Gos228-NZoskpzupr-np0911041757.xml,"zunaj doma, prijatelji"
Tf-sode-01617,4,SPOG-Gos228-NZoskpzupr-np0911041757.xml,"zunaj doma, prijatelji"
