who,numw,file,textdesc
Af-udel-02552,304,SPOG-Gos181-NNosljsods-lr0906022314.xml,neformalni delovni sestanek
Bf-udel-02553,18,SPOG-Gos181-NNosljsods-lr0906022314.xml,neformalni delovni sestanek
Cf-udel-02554,75,SPOG-Gos181-NNosljsods-lr0906022314.xml,neformalni delovni sestanek
Df-udel-02555,39,SPOG-Gos181-NNosljsods-lr0906022314.xml,neformalni delovni sestanek
