who,numw,file,textdesc
Bm-star-03014,125,SPOG-Gos233-NZosljdodr-ab0907091515.xml,"doma, družina"
Df-star-03015,42,SPOG-Gos233-NZosljdodr-ab0907091515.xml,"doma, družina"
Tm-otro-03016,291,SPOG-Gos233-NZosljdodr-ab0907091515.xml,"doma, družina"
