who,numw,file,textdesc
Af-star-01083,40,SPOG-Gos263-NZossgdodr-am1003212116.xml,"doma, družina"
Mm-otro-01079,35,SPOG-Gos263-NZossgdodr-am1003212116.xml,"doma, družina"
