who,numw,file,textdesc
Am-prij-07102,63,SPOG-Gos286-NZtenmprij-tp1002082044.xml,klic prijatelju
Bm-prij-07103,54,SPOG-Gos286-NZtenmprij-tp1002082044.xml,klic prijatelju
