who,numw,file,textdesc
Mm-prij-07531,15,SPOG-Gos251-NZosmbzupr-mo0910301111.xml,"zunaj doma, prijatelji"
Om-prij-07528,45,SPOG-Gos251-NZosmbzupr-mo0910301111.xml,"zunaj doma, prijatelji"
Sm-prij-07530,10,SPOG-Gos251-NZosmbzupr-mo0910301111.xml,"zunaj doma, prijatelji"
