who,numw,file,textdesc
Tf-mode-01013,45,SPOG-Gos152-JRrasvkost-rd0908250958.xml,"Koroški, Salter"
Zf-mode-01014,19,SPOG-Gos152-JRrasvkost-rd0908250958.xml,"Koroški, Salter"
