who,numw,file,textdesc
Af-gost-02157,173,SPOG-Gos165-JRtvslslnl-rd0905221433.xml,"TVSlo, NLP"
Bm-novi-02158,57,SPOG-Gos165-JRtvslslnl-rd0905221433.xml,"TVSlo, NLP"
Cf-novi-02159,7,SPOG-Gos165-JRtvslslnl-rd0905221433.xml,"TVSlo, NLP"
