who,numw,file,textdesc
Af-star-05611,4,SPOG-Gos220-NZosgododr-ag0907121630.xml,"doma, družina"
Bm-star-05612,25,SPOG-Gos220-NZosgododr-ag0907121630.xml,"doma, družina"
Cf-otro-05613,5,SPOG-Gos220-NZosgododr-ag0907121630.xml,"doma, družina"
Df-otro-05614,16,SPOG-Gos220-NZosgododr-ag0907121630.xml,"doma, družina"
