who,numw,file,textdesc
Im-gost-06571,60,SPOG-Gos126-JItvslslsc-rd0905271046.xml,"TVSlo, StudioCity"
Sm-novi-06570,5,SPOG-Gos126-JItvslslsc-rd0905271046.xml,"TVSlo, StudioCity"
