who,numw,file,textdesc
Jm-soro-00810,63,SPOG-Gos281-NZteljsoro-mj1004062313.xml,"zunaj doma, družina"
Mm-soro-00809,82,SPOG-Gos281-NZteljsoro-mj1004062313.xml,"zunaj doma, družina"
