who,numw,file,textdesc
Em-nast-00513,4,SPOG-Gos163-JRtvslpokm-rd0905151410.xml,"PopTV, Kmetija"
Fm-nast-00514,77,SPOG-Gos163-JRtvslpokm-rd0905151410.xml,"PopTV, Kmetija"
Gf-nast-00515,15,SPOG-Gos163-JRtvslpokm-rd0905151410.xml,"PopTV, Kmetija"
Hf-nast-00516,2,SPOG-Gos163-JRtvslpokm-rd0905151410.xml,"PopTV, Kmetija"
