who,numw,file,textdesc
Am-novi-02133,14,SPOG-Gos124-JItvslslpo-rd0905270939.xml,"TVSlo, Polemika"
Gf-novi-02137,214,SPOG-Gos124-JItvslslpo-rd0905270939.xml,"TVSlo, Polemika"
