who,numw,file,textdesc
Jm-soro-05614,35,SPOG-Gos255-NZosmszudr-jt0907061634.xml,"zunaj doma, družina"
Sm-soro-10523,31,SPOG-Gos255-NZosmszudr-jt0907061634.xml,"zunaj doma, družina"
Tf-soro-10524,121,SPOG-Gos255-NZosmszudr-jt0907061634.xml,"zunaj doma, družina"
