who,numw,file,textdesc
Lm-prij-09515,31,SPOG-Gos279-NZteljprij-bo1001202100.xml,klic prijatelju
Sm-prij-09516,10,SPOG-Gos279-NZteljprij-bo1001202100.xml,klic prijatelju
