who,numw,file,textdesc
Af-prij-07190,54,SPOG-Gos224-NZoskkdodr-lu1007301428.xml,"doma, prijatelji"
Bf-prij-07191,30,SPOG-Gos224-NZoskkdodr-lu1007301428.xml,"doma, prijatelji"
