who,numw,file,textdesc
Am-prod-05581,95,SPOG-Gos173-NNoskpprdo-pk1003311343.xml,prodaja/trgovina
Bm-stra-05582,13,SPOG-Gos173-NNoskpprdo-pk1003311343.xml,prodaja/trgovina
