who,numw,file,textdesc
Af-vrst-07522,36,SPOG-Gos252-NZosmbzupr-pv0908181918.xml,"zunaj doma, prijatelji"
Am-vrst-07523,49,SPOG-Gos252-NZosmbzupr-pv0908181918.xml,"zunaj doma, prijatelji"
