who,numw,file,textdesc
Hf-mode-07518,95,SPOG-Gos154-JRrasvmbjp-rd0908250921.xml,"Maribor1, jutranji"
Mm-inte-07510,4,SPOG-Gos154-JRrasvmbjp-rd0908250921.xml,"Maribor1, jutranji"
