who,numw,file,textdesc
Am-prof-02300,83,SPOG-Gos058-JIssjzpsna-bo1003011235.xml,"poklicna strokovna, naravoslovje"
Fm-ucen-02305,0,SPOG-Gos058-JIssjzpsna-bo1003011235.xml,"poklicna strokovna, naravoslovje"
Lm-ucen-02311,21,SPOG-Gos058-JIssjzpsna-bo1003011235.xml,"poklicna strokovna, naravoslovje"
