who,numw,file,textdesc
Af-novi-02064,9,SPOG-Gos040-JIraslslin-rd0906101506.xml,"Slovenija1, Intervju"
Bf-gost-02065,97,SPOG-Gos040-JIraslslin-rd0906101506.xml,"Slovenija1, Intervju"
