who,numw,file,textdesc
Mm-udel-07538,7,SPOG-Gos196-NNosmbpods-sv1007301022.xml,formalni razgovor
Vf-nadr-07537,93,SPOG-Gos196-NNosmbpods-sv1007301022.xml,formalni razgovor
