who,numw,file,textdesc
Bf-mode-05533,40,SPOG-Gos031-JIrajzakns-rd0906111406.xml,"Aktual, Na sredi"
Cf-gost-05601,31,SPOG-Gos031-JIrajzakns-rd0906111406.xml,"Aktual, Na sredi"
