who,numw,file,textdesc
Bm-inte-01002,78,SPOG-Gos151-JRrasvkoso-rd0908250953.xml,"Koroški, intervju"
Xm-novi-01001,10,SPOG-Gos151-JRrasvkoso-rd0908250953.xml,"Koroški, intervju"
