who,numw,file,textdesc
Bf-prij-01082,1,SPOG-Gos264-NZossgdopr-am1003151543.xml,"doma, prijatelji"
Tm-prij-01081,64,SPOG-Gos264-NZossgdopr-am1003151543.xml,"doma, prijatelji"
