who,numw,file,textdesc
Af-prof-07180,68,SPOG-Gos014-JIosjzdrna-pk1005181032.xml,"2. triletje, naravoslovje"
Bm-ucen-07181,1,SPOG-Gos014-JIosjzdrna-pk1005181032.xml,"2. triletje, naravoslovje"
Cf-ucen-07182,33,SPOG-Gos014-JIosjzdrna-pk1005181032.xml,"2. triletje, naravoslovje"
Dm-ucen-07183,3,SPOG-Gos014-JIosjzdrna-pk1005181032.xml,"2. triletje, naravoslovje"
Hm-ucen-07187,32,SPOG-Gos014-JIosjzdrna-pk1005181032.xml,"2. triletje, naravoslovje"
