who,numw,file,textdesc
Am-novi-02052,31,SPOG-Gos038-JIraslogak-rd0906101516.xml,"Ognjišče, Pogovor o"
Cm-gost-02054,148,SPOG-Gos038-JIraslogak-rd0906101516.xml,"Ognjišče, Pogovor o"
