who,numw,file,textdesc
Pf-prof-07533,54,SPOG-Gos188-NNosmbakko-sv1007050910.xml,konzultacija
Sf-stud-07532,3,SPOG-Gos188-NNosmbakko-sv1007050910.xml,konzultacija
