who,numw,file,textdesc
Bf-ssta-07524,83,SPOG-Gos248-NZosmbdodr-mo0911232226.xml,"doma, družina"
Mf-drug-07525,30,SPOG-Gos248-NZosmbdodr-mo0911232226.xml,"doma, družina"
