who,numw,file,textdesc
Am-prof-05663,87,SPOG-Gos186-NNosmbakko-kk1001141025.xml,konzultacija
Bf-stud-05664,63,SPOG-Gos186-NNosmbakko-kk1001141025.xml,konzultacija
