who,numw,file,textdesc
Af-soro-02170,4,SPOG-Gos274-NZtecesoro-im0906301214.xml,klic sorodniku
Bm-soro-02171,23,SPOG-Gos274-NZtecesoro-im0906301214.xml,klic sorodniku
