TEXT-ID	SUBCORPUS	PRS-ID	SEX	AGE	1LANG	DIALECT	EDUCATION	PERM-RESD	CHILD-RESD	UTTS	WORDS
Rog-Art-P-G7055-P700412	Artur-P	Artur-P-G7055	moški	-	slovenščina	-	-	-	-	1	1042
Rog-Art-P-G7056-P700031	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	201
Rog-Art-P-G7056-P700626	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	292
Rog-Art-P-G7056-P700627	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	3
Rog-Art-P-G7056-P701790	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	414
Rog-Art-P-G7056-P701953	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	297
Rog-Art-P-G7056-P701955	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	184
Rog-Art-P-G7056-P701957	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	36
Rog-Art-P-G7056-P702241	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	320
Rog-Art-P-G7056-P702243	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	152
Rog-Art-P-G7056-P702245	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	36
Rog-Art-P-G7056-P702664	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	328
Rog-Art-P-G7056-P702667	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	151
Rog-Art-P-G7056-P703122	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	3	306
Rog-Art-P-G7056-P703124	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	193
Rog-Art-P-G7056-P703484	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	344
Rog-Art-P-G7056-P703842	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	77
Rog-Art-P-G7056-P703844	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	49
Rog-Art-P-G7056-P703910	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	341
Rog-Art-P-G7056-P703912	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	226
Rog-Art-P-G7056-P703914	Artur-P	Artur-P-G7056	ženski	-	slovenščina	-	-	-	-	1	31
Rog-Art-P-G7057-P701390	Artur-P	Artur-P-G7057	moški	-	slovenščina	-	-	-	-	1	1116
Rog-Art-P-G7057-P701470	Artur-P	Artur-P-G7057	moški	-	slovenščina	-	-	-	-	1	1411
Rog-Art-P-G7057-P702362	Artur-P	Artur-P-G7057	moški	-	slovenščina	-	-	-	-	2	333
Rog-Art-P-G7059-P700353	Artur-P	Artur-P-G7059	ženski	-	slovenščina	-	-	-	-	3	689
Rog-Art-P-G7059-P700363	Artur-P	Artur-P-G7059	ženski	-	slovenščina	-	-	-	-	1	2225
Rog-Art-P-G7060-P700477	Artur-P	Artur-P-G7060	moški	-	slovenščina	-	-	-	-	2	186
Rog-Art-P-G7060-P700550	Artur-P	Artur-P-G7060	moški	-	slovenščina	-	-	-	-	1	511
Rog-Art-P-G7060-P700583	Artur-P	Artur-P-G7060	moški	-	slovenščina	-	-	-	-	1	338
Rog-Art-P-G7060-P700585	Artur-P	Artur-P-G7060	moški	-	slovenščina	-	-	-	-	1	207
Rog-Art-P-G7060-P700587	Artur-P	Artur-P-G7060	moški	-	slovenščina	-	-	-	-	1	97
Rog-Art-P-G7060-P700912	Artur-P	Artur-P-G7060	moški	-	slovenščina	-	-	-	-	1	623
Rog-Art-P-G7060-P700956	Artur-P	Artur-P-G7060	moški	-	slovenščina	-	-	-	-	1	521
Rog-Art-P-G7060-P701138	Artur-P	Artur-P-G7060	moški	-	slovenščina	-	-	-	-	1	336
Rog-Art-P-G7060-P701140	Artur-P	Artur-P-G7060	moški	-	slovenščina	-	-	-	-	1	255
Rog-Art-P-G7060-P701142	Artur-P	Artur-P-G7060	moški	-	slovenščina	-	-	-	-	1	353
Rog-Art-P-G7060-P701411	Artur-P	Artur-P-G7060	moški	-	slovenščina	-	-	-	-	1	338
Rog-Art-P-G7061-P705402	Artur-P	Artur-P-G7061	ženski	-	slovenščina	-	-	-	-	1	887
Rog-Art-P-G7062-P700035	Artur-P	Artur-P-G7062	ženski	-	slovenščina	-	-	-	-	1	94
Rog-Art-P-G7062-P700037	Artur-P	Artur-P-G7062	ženski	-	slovenščina	-	-	-	-	1	287
Rog-Art-P-G7062-P700520	Artur-P	Artur-P-G7062	ženski	-	slovenščina	-	-	-	-	1	965
Rog-Art-P-G7062-P700895	Artur-P	Artur-P-G7062	ženski	-	slovenščina	-	-	-	-	1	741
Rog-Art-P-G7062-P701091	Artur-P	Artur-P-G7062	ženski	-	slovenščina	-	-	-	-	1	1126
Rog-Art-P-G7064-P700219	Artur-P	Artur-P-G7064	moški	-	slovenščina	-	-	-	-	1	433
Rog-Art-P-G7064-P700845	Artur-P	Artur-P-G7064	moški	-	slovenščina	-	-	-	-	1	700
Rog-Art-P-G7064-P700848	Artur-P	Artur-P-G7064	moški	-	slovenščina	-	-	-	-	1	115
Rog-Art-P-G7064-P700945	Artur-P	Artur-P-G7064	moški	-	slovenščina	-	-	-	-	1	839
Rog-Art-P-G7064-P700994	Artur-P	Artur-P-G7064	moški	-	slovenščina	-	-	-	-	1	159
Rog-Art-P-G7064-P701005	Artur-P	Artur-P-G7064	moški	-	slovenščina	-	-	-	-	1	343
Rog-Art-P-G7064-P701063	Artur-P	Artur-P-G7064	moški	-	slovenščina	-	-	-	-	1	493
Rog-Art-P-G7064-P701234	Artur-P	Artur-P-G7064	moški	-	slovenščina	-	-	-	-	1	333
Rog-Art-P-G7064-P701236	Artur-P	Artur-P-G7064	moški	-	slovenščina	-	-	-	-	1	147
Rog-Art-P-G7065-P700026	Artur-P	Artur-P-G7065	moški	-	slovenščina	-	-	-	-	1	438
Rog-Art-P-G7065-P700028	Artur-P	Artur-P-G7065	moški	-	slovenščina	-	-	-	-	1	275
Rog-Art-P-G7065-P700030	Artur-P	Artur-P-G7065	moški	-	slovenščina	-	-	-	-	1	170
Rog-Art-P-G7065-P700705	Artur-P	Artur-P-G7065	moški	-	slovenščina	-	-	-	-	1	358
Rog-Art-P-G7065-P700707	Artur-P	Artur-P-G7065	moški	-	slovenščina	-	-	-	-	1	313
Rog-Art-P-G7065-P701064	Artur-P	Artur-P-G7065	moški	-	slovenščina	-	-	-	-	1	2038
Rog-Art-P-G7066-P700027	Artur-P	Artur-P-G7066	ženski	-	slovenščina	-	-	-	-	1	316
Rog-Art-P-G7066-P700029	Artur-P	Artur-P-G7066	ženski	-	slovenščina	-	-	-	-	1	183
Rog-Art-P-G7066-P700065	Artur-P	Artur-P-G7066	ženski	-	slovenščina	-	-	-	-	1	611
Rog-Art-P-G7066-P700067	Artur-P	Artur-P-G7066	ženski	-	slovenščina	-	-	-	-	1	44
Rog-Art-P-G7066-P700179	Artur-P	Artur-P-G7066	ženski	-	slovenščina	-	-	-	-	1	639
Rog-Art-P-G7066-P700642	Artur-P	Artur-P-G7066	ženski	-	slovenščina	-	-	-	-	1	763
Rog-Art-P-G7066-P700644	Artur-P	Artur-P-G7066	ženski	-	slovenščina	-	-	-	-	1	132
Rog-Art-P-G7066-P701209	Artur-P	Artur-P-G7066	ženski	-	slovenščina	-	-	-	-	1	768
Rog-Art-P-G7066-P701211	Artur-P	Artur-P-G7066	ženski	-	slovenščina	-	-	-	-	1	465
Rog-Art-P-G7067-P700230	Artur-P	Artur-P-G7067	moški	-	slovenščina	-	-	-	-	1	214
Rog-Art-P-G7067-P700496	Artur-P	Artur-P-G7067	moški	-	slovenščina	-	-	-	-	1	308
Rog-Art-P-G7067-P700528	Artur-P	Artur-P-G7067	moški	-	slovenščina	-	-	-	-	1	460
Rog-Art-P-G7067-P700639	Artur-P	Artur-P-G7067	moški	-	slovenščina	-	-	-	-	1	247
Rog-Art-P-G7067-P700909	Artur-P	Artur-P-G7067	moški	-	slovenščina	-	-	-	-	1	195
Rog-Art-P-G7067-P700959	Artur-P	Artur-P-G7067	moški	-	slovenščina	-	-	-	-	1	220
Rog-Art-P-G7067-P701010	Artur-P	Artur-P-G7067	moški	-	slovenščina	-	-	-	-	1	433
Rog-Art-P-G7067-P701843	Artur-P	Artur-P-G7067	moški	-	slovenščina	-	-	-	-	1	429
Rog-Art-P-G7067-P701964	Artur-P	Artur-P-G7067	moški	-	slovenščina	-	-	-	-	1	378
Rog-Art-P-G7067-P701966	Artur-P	Artur-P-G7067	moški	-	slovenščina	-	-	-	-	1	111
Rog-Art-P-G7067-P702165	Artur-P	Artur-P-G7067	moški	-	slovenščina	-	-	-	-	1	242
Rog-Art-P-G7067-P702268	Artur-P	Artur-P-G7067	moški	-	slovenščina	-	-	-	-	1	377
Rog-Art-P-G7067-P702270	Artur-P	Artur-P-G7067	moški	-	slovenščina	-	-	-	-	1	84
Rog-Art-P-G7067-P702272	Artur-P	Artur-P-G7067	moški	-	slovenščina	-	-	-	-	1	22
Rog-Art-P-G7067-P702881	Artur-P	Artur-P-G7067	moški	-	slovenščina	-	-	-	-	1	134
Rog-Art-P-G7068-P700025	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	596
Rog-Art-P-G7068-P700060	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	634
Rog-Art-P-G7068-P700062	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	188
Rog-Art-P-G7068-P700070	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	123
Rog-Art-P-G7068-P700073	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	475
Rog-Art-P-G7068-P700716	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	446
Rog-Art-P-G7068-P700748	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	407
Rog-Art-P-G7068-P701167	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	439
Rog-Art-P-G7068-P701169	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	301
Rog-Art-P-G7068-P701191	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	377
Rog-Art-P-G7070-P700112	Artur-P	Artur-P-G7070	moški	-	slovenščina	-	-	-	-	1	435
Rog-Art-P-G7070-P700120	Artur-P	Artur-P-G7070	moški	-	slovenščina	-	-	-	-	1	385
Rog-Art-P-G7070-P700194	Artur-P	Artur-P-G7070	moški	-	slovenščina	-	-	-	-	1	1651
Rog-Art-P-G7070-P700232	Artur-P	Artur-P-G7070	moški	-	slovenščina	-	-	-	-	1	312
Rog-Art-P-G7070-P700285	Artur-P	Artur-P-G7070	moški	-	slovenščina	-	-	-	-	1	486
Rog-Art-P-G7070-P700311	Artur-P	Artur-P-G7070	moški	-	slovenščina	-	-	-	-	1	422
Rog-Art-P-G7070-P700325	Artur-P	Artur-P-G7070	moški	-	slovenščina	-	-	-	-	1	278
Rog-Art-P-G7071-P701004	Artur-P	Artur-P-G7071	ženski	-	slovenščina	-	-	-	-	1	608
Rog-Art-P-G7071-P701012	Artur-P	Artur-P-G7071	ženski	-	slovenščina	-	-	-	-	1	712
Rog-Art-P-G7071-P701273	Artur-P	Artur-P-G7071	ženski	-	slovenščina	-	-	-	-	1	433
Rog-Art-P-G7071-P701275	Artur-P	Artur-P-G7071	ženski	-	slovenščina	-	-	-	-	1	295
Rog-Art-P-G7071-P701398	Artur-P	Artur-P-G7071	ženski	-	slovenščina	-	-	-	-	2	255
Rog-Art-P-G7071-P701428	Artur-P	Artur-P-G7071	ženski	-	slovenščina	-	-	-	-	1	626
Rog-Art-P-G7073-P700167	Artur-P	Artur-P-G7073	moški	-	slovenščina	-	-	-	-	1	599
Rog-Art-P-G7076-P700196	Artur-P	Artur-P-G7076	moški	-	slovenščina	-	-	-	-	1	355
Rog-Art-P-G7076-P700432	Artur-P	Artur-P-G7076	moški	-	slovenščina	-	-	-	-	1	317
Rog-Art-P-G7076-P700628	Artur-P	Artur-P-G7076	moški	-	slovenščina	-	-	-	-	1	297
Rog-Art-P-G7076-P700870	Artur-P	Artur-P-G7076	moški	-	slovenščina	-	-	-	-	1	768
Rog-Art-P-G7076-P701060	Artur-P	Artur-P-G7076	moški	-	slovenščina	-	-	-	-	1	985
Rog-Art-P-G7076-P701100	Artur-P	Artur-P-G7076	moški	-	slovenščina	-	-	-	-	1	446
Rog-Art-P-G7076-P701102	Artur-P	Artur-P-G7076	moški	-	slovenščina	-	-	-	-	1	123
Rog-Art-P-G7078-P700403	Artur-P	Artur-P-G7078	moški	-	slovenščina	-	-	-	-	1	747
Rog-Art-P-G7078-P700484	Artur-P	Artur-P-G7078	moški	-	slovenščina	-	-	-	-	1	63
Rog-Art-P-G7078-P700576	Artur-P	Artur-P-G7078	moški	-	slovenščina	-	-	-	-	1	484
Rog-Art-P-G7078-P700700	Artur-P	Artur-P-G7078	moški	-	slovenščina	-	-	-	-	1	405
Rog-Art-P-G7078-P700702	Artur-P	Artur-P-G7078	moški	-	slovenščina	-	-	-	-	1	44
Rog-Art-P-G7078-P700704	Artur-P	Artur-P-G7078	moški	-	slovenščina	-	-	-	-	1	178
Rog-Art-P-G7078-P700792	Artur-P	Artur-P-G7078	moški	-	slovenščina	-	-	-	-	1	586
Rog-Art-P-G7078-P700825	Artur-P	Artur-P-G7078	moški	-	slovenščina	-	-	-	-	1	689
Rog-Art-P-G7079-P700381	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	1107
Rog-Art-P-G7079-P700593	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	420
Rog-Art-P-G7079-P700595	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	276
Rog-Art-P-G7079-P700597	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	385
Rog-Art-P-G7079-P700745	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	433
Rog-Art-P-G7079-P700747	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	342
Rog-Art-P-G7079-P700749	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	404
Rog-Art-P-G7079-P701436	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	130
Rog-Art-P-G7079-P701444	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	43
Rog-Art-P-G7079-P701451	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	34
Rog-Art-P-G7080-P700019	Artur-P	Artur-P-G7080	ženski	-	slovenščina	-	-	-	-	1	169
Rog-Art-P-G7080-P700119	Artur-P	Artur-P-G7080	ženski	-	slovenščina	-	-	-	-	1	492
Rog-Art-P-G7080-P700129	Artur-P	Artur-P-G7080	ženski	-	slovenščina	-	-	-	-	1	422
Rog-Art-P-G7080-P700284	Artur-P	Artur-P-G7080	ženski	-	slovenščina	-	-	-	-	1	257
Rog-Art-P-G7080-P700937	Artur-P	Artur-P-G7080	ženski	-	slovenščina	-	-	-	-	1	642
Rog-Art-P-G7080-P700982	Artur-P	Artur-P-G7080	ženski	-	slovenščina	-	-	-	-	1	776
Rog-Art-P-G7080-P700991	Artur-P	Artur-P-G7080	ženski	-	slovenščina	-	-	-	-	1	157
Rog-Art-P-G7080-P701386	Artur-P	Artur-P-G7080	ženski	-	slovenščina	-	-	-	-	1	601
Rog-Art-P-G7083-P700155	Artur-P	Artur-P-G7083	ženski	-	slovenščina	-	-	-	-	1	537
Rog-Art-P-G7083-P700365	Artur-P	Artur-P-G7083	ženski	-	slovenščina	-	-	-	-	1	632
Rog-Art-P-G7083-P700390	Artur-P	Artur-P-G7083	ženski	-	slovenščina	-	-	-	-	1	217
Rog-Art-P-G7083-P700400	Artur-P	Artur-P-G7083	ženski	-	slovenščina	-	-	-	-	1	632
Rog-Art-P-G7083-P700418	Artur-P	Artur-P-G7083	ženski	-	slovenščina	-	-	-	-	1	177
Rog-Art-P-G7083-P700456	Artur-P	Artur-P-G7083	ženski	-	slovenščina	-	-	-	-	1	586
Rog-Art-P-G7083-P700916	Artur-P	Artur-P-G7083	ženski	-	slovenščina	-	-	-	-	1	585
Rog-Art-P-G7083-P700941	Artur-P	Artur-P-G7083	ženski	-	slovenščina	-	-	-	-	1	317
Rog-Art-P-G7085-P700024	Artur-P	Artur-P-G7085	moški	-	slovenščina	-	-	-	-	1	197
Rog-Art-P-G7085-P700176	Artur-P	Artur-P-G7085	moški	-	slovenščina	-	-	-	-	1	314
Rog-Art-P-G7085-P700184	Artur-P	Artur-P-G7085	moški	-	slovenščina	-	-	-	-	1	691
Rog-Art-P-G7085-P700300	Artur-P	Artur-P-G7085	moški	-	slovenščina	-	-	-	-	1	490
Rog-Art-P-G7085-P700302	Artur-P	Artur-P-G7085	moški	-	slovenščina	-	-	-	-	1	78
Rog-Art-P-G7085-P701065	Artur-P	Artur-P-G7085	moški	-	slovenščina	-	-	-	-	1	519
Rog-Art-P-G7085-P701092	Artur-P	Artur-P-G7085	moški	-	slovenščina	-	-	-	-	1	552
Rog-Art-P-G7085-P701112	Artur-P	Artur-P-G7085	moški	-	slovenščina	-	-	-	-	1	642
Rog-Art-P-G7087-P700267	Artur-P	Artur-P-G7087	moški	-	slovenščina	-	-	-	-	1	1245
Rog-Art-P-G7087-P700273	Artur-P	Artur-P-G7087	moški	-	slovenščina	-	-	-	-	1	303
Rog-Art-P-G7087-P700414	Artur-P	Artur-P-G7087	moški	-	slovenščina	-	-	-	-	1	1005
Rog-Art-P-G7087-P700417	Artur-P	Artur-P-G7087	moški	-	slovenščina	-	-	-	-	1	181
Rog-Art-P-G7087-P700423	Artur-P	Artur-P-G7087	moški	-	slovenščina	-	-	-	-	1	637
Rog-Art-P-G7087-P700714	Artur-P	Artur-P-G7087	moški	-	slovenščina	-	-	-	-	1	363
Rog-Art-P-G7088-P700162	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	662
Rog-Art-P-G7088-P700392	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	57
Rog-Art-P-G7088-P700395	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	348
Rog-Art-P-G7088-P700424	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	515
Rog-Art-P-G7088-P700463	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	302
Rog-Art-P-G7088-P700478	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	570
Rog-Art-P-G7088-P700480	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	115
Rog-Art-P-G7088-P700924	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	593
Rog-Art-P-G7088-P700985	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	505
Rog-Art-P-G7089-P700001	Artur-P	Artur-P-G7089	moški	-	slovenščina	-	-	-	-	1	328
Rog-Art-P-G7089-P700003	Artur-P	Artur-P-G7089	moški	-	slovenščina	-	-	-	-	1	313
Rog-Art-P-G7089-P700005	Artur-P	Artur-P-G7089	moški	-	slovenščina	-	-	-	-	1	282
Rog-Art-P-G7089-P700986	Artur-P	Artur-P-G7089	moški	-	slovenščina	-	-	-	-	1	810
Rog-Art-P-G7089-P701011	Artur-P	Artur-P-G7089	moški	-	slovenščina	-	-	-	-	1	856
Rog-Art-P-G7089-P701115	Artur-P	Artur-P-G7089	moški	-	slovenščina	-	-	-	-	1	858
Rog-Art-P-G7090-P705367	Artur-P	Artur-P-G7090	moški	-	slovenščina	-	-	-	-	1	1363
Rog-Art-P-G7090-P705368	Artur-P	Artur-P-G7090	moški	-	slovenščina	-	-	-	-	1	1330
Rog-Art-P-G7091-P700556	Artur-P	Artur-P-G7091	moški	-	slovenščina	-	-	-	-	1	403
Rog-Art-P-G7092-P705583	Artur-P	Artur-P-G7092	ženski	-	slovenščina	-	-	-	-	1	1131
Rog-Art-P-G7093-P708111	Artur-P	Artur-P-G7093	moški	-	slovenščina	-	-	-	-	1	645
Rog-Art-P-G7095-P700608	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	677
Rog-Art-P-G7095-P700610	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	223
Rog-Art-P-G7095-P700623	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	443
Rog-Art-P-G7095-P700625	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	197
Rog-Art-P-G7095-P700629	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	586
Rog-Art-P-G7095-P700647	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	497
Rog-Art-P-G7095-P700649	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	143
Rog-Art-P-G7095-P700663	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	660
Rog-Art-P-G7095-P700665	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	117
Rog-Art-P-G7096-P700068	Artur-P	Artur-P-G7096	moški	-	slovenščina	-	-	-	-	1	256
Rog-Art-P-G7096-P700197	Artur-P	Artur-P-G7096	moški	-	slovenščina	-	-	-	-	1	373
Rog-Art-P-G7096-P700366	Artur-P	Artur-P-G7096	moški	-	slovenščina	-	-	-	-	1	312
Rog-Art-P-G7096-P700379	Artur-P	Artur-P-G7096	moški	-	slovenščina	-	-	-	-	1	451
Rog-Art-P-G7096-P700458	Artur-P	Artur-P-G7096	moški	-	slovenščina	-	-	-	-	1	748
Rog-Art-P-G7096-P700490	Artur-P	Artur-P-G7096	moški	-	slovenščina	-	-	-	-	1	608
Rog-Art-P-G7096-P700927	Artur-P	Artur-P-G7096	moški	-	slovenščina	-	-	-	-	1	387
Rog-Art-P-G7097-P700072	Artur-P	Artur-P-G7097	moški	-	slovenščina	-	-	-	-	1	138
Rog-Art-P-G7097-P700683	Artur-P	Artur-P-G7097	moški	-	slovenščina	-	-	-	-	1	307
Rog-Art-P-G7097-P700850	Artur-P	Artur-P-G7097	moški	-	slovenščina	-	-	-	-	1	393
Rog-Art-P-G7097-P700874	Artur-P	Artur-P-G7097	moški	-	slovenščina	-	-	-	-	1	497
Rog-Art-P-G7097-P700910	Artur-P	Artur-P-G7097	moški	-	slovenščina	-	-	-	-	1	448
Rog-Art-P-G7097-P700984	Artur-P	Artur-P-G7097	moški	-	slovenščina	-	-	-	-	1	464
Rog-Art-P-G7097-P701477	Artur-P	Artur-P-G7097	moški	-	slovenščina	-	-	-	-	1	596
Rog-Art-P-G7097-P701684	Artur-P	Artur-P-G7097	moški	-	slovenščina	-	-	-	-	1	1060
Rog-Art-P-G7098-P700117	Artur-P	Artur-P-G7098	moški	-	slovenščina	-	-	-	-	2	457
Rog-Art-P-G7098-P700181	Artur-P	Artur-P-G7098	moški	-	slovenščina	-	-	-	-	1	482
Rog-Art-P-G7098-P700266	Artur-P	Artur-P-G7098	moški	-	slovenščina	-	-	-	-	1	1436
Rog-Art-P-G7098-P700282	Artur-P	Artur-P-G7098	moški	-	slovenščina	-	-	-	-	1	969
Rog-Art-P-G7099-P700058	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	1	316
Rog-Art-P-G7099-P700118	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	1	371
Rog-Art-P-G7099-P700175	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	1	178
Rog-Art-P-G7099-P700836	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	1	370
Rog-Art-P-G7099-P700868	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	1	326
Rog-Art-P-G7099-P700999	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	1	1090
Rog-Art-P-G7099-P701013	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	1	414
Rog-Art-P-G7099-P701182	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	2	386
Rog-Art-P-G7099-P701184	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	1	314
Rog-Art-P-G7101-P705329	Artur-P	Artur-P-G7101	moški	-	slovenščina	-	-	-	-	1	1568
Rog-Art-P-G7103-P700077	Artur-P	Artur-P-G7103	moški	-	slovenščina	-	-	-	-	1	338
Rog-Art-P-G7103-P700409	Artur-P	Artur-P-G7103	moški	-	slovenščina	-	-	-	-	1	1906
Rog-Art-P-G7103-P700415	Artur-P	Artur-P-G7103	moški	-	slovenščina	-	-	-	-	1	610
Rog-Art-P-G7103-P700420	Artur-P	Artur-P-G7103	moški	-	slovenščina	-	-	-	-	1	551
Rog-Art-P-G7104-P700551	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	45
Rog-Art-P-G7104-P700553	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	52
Rog-Art-P-G7104-P700718	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	281
Rog-Art-P-G7104-P700720	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	306
Rog-Art-P-G7104-P700722	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	65
Rog-Art-P-G7104-P700940	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	1597
Rog-Art-P-G7104-P701073	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	91
Rog-Art-P-G7104-P701199	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	370
Rog-Art-P-G7104-P701201	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	282
Rog-Art-P-G7104-P701203	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	376
Rog-Art-P-G7105-P700089	Artur-P	Artur-P-G7105	moški	-	slovenščina	-	-	-	-	1	411
Rog-Art-P-G7105-P700091	Artur-P	Artur-P-G7105	moški	-	slovenščina	-	-	-	-	1	299
Rog-Art-P-G7105-P700093	Artur-P	Artur-P-G7105	moški	-	slovenščina	-	-	-	-	1	86
Rog-Art-P-G7105-P700335	Artur-P	Artur-P-G7105	moški	-	slovenščina	-	-	-	-	1	1084
Rog-Art-P-G7105-P700488	Artur-P	Artur-P-G7105	moški	-	slovenščina	-	-	-	-	1	637
Rog-Art-P-G7105-P700723	Artur-P	Artur-P-G7105	moški	-	slovenščina	-	-	-	-	1	426
Rog-Art-P-G7105-P700725	Artur-P	Artur-P-G7105	moški	-	slovenščina	-	-	-	-	1	359
Rog-Art-P-G7105-P700727	Artur-P	Artur-P-G7105	moški	-	slovenščina	-	-	-	-	1	487
Rog-Art-P-G7109-P700198	Artur-P	Artur-P-G7109	ženski	-	slovenščina	-	-	-	-	1	660
Rog-Art-P-G7109-P700563	Artur-P	Artur-P-G7109	ženski	-	slovenščina	-	-	-	-	1	663
Rog-Art-P-G7109-P700780	Artur-P	Artur-P-G7109	ženski	-	slovenščina	-	-	-	-	1	587
Rog-Art-P-G7109-P700789	Artur-P	Artur-P-G7109	ženski	-	slovenščina	-	-	-	-	1	566
Rog-Art-P-G7109-P701382	Artur-P	Artur-P-G7109	ženski	-	slovenščina	-	-	-	-	1	976
