TEXT-ID	SUBCORPUS	TITLE	DATE	SOURCE	URL	TEXT-REGION	DOMAIN	TYPE	CHANNEL	SPK-IDsUTTS	SEGS	WORDS
Rog-Art-P-G7004-P705621	Artur-P	Artur-P-G7004-P705621	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7004	1	291
Rog-Art-P-G7004-P708094	Artur-P	Artur-P-G7004-P708094	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7004	2	172
Rog-Art-P-G7005-P701622	Artur-P	Artur-P-G7005-P701622	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7005	1	272
Rog-Art-P-G7005-P701679	Artur-P	Artur-P-G7005-P701679	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7005	2	203
Rog-Art-P-G7005-P701734	Artur-P	Artur-P-G7005-P701734	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7005	1	72
Rog-Art-P-G7005-P701937	Artur-P	Artur-P-G7005-P701937	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7005	1	49
Rog-Art-P-G7005-P702051	Artur-P	Artur-P-G7005-P702051	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7005	1	36
Rog-Art-P-G7005-P702053	Artur-P	Artur-P-G7005-P702053	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7005	1	42
Rog-Art-P-G7006-P705283	Artur-P	Artur-P-G7006-P705283	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7006	1	226
Rog-Art-P-G7007-P705496	Artur-P	Artur-P-G7007-P705496	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7007	1	215
Rog-Art-P-G7007-P708039	Artur-P	Artur-P-G7007-P708039	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7007	2	144
Rog-Art-P-G7007-P708045	Artur-P	Artur-P-G7007-P708045	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7007	2	112
Rog-Art-P-G7008-P700618	Artur-P	Artur-P-G7008-P700618	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7008	1	152
Rog-Art-P-G7008-P700620	Artur-P	Artur-P-G7008-P700620	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7008	1	83
Rog-Art-P-G7008-P700631	Artur-P	Artur-P-G7008-P700631	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7008	1	160
Rog-Art-P-G7008-P700633	Artur-P	Artur-P-G7008-P700633	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7008	1	87
Rog-Art-P-G7008-P700654	Artur-P	Artur-P-G7008-P700654	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7008	1	124
Rog-Art-P-G7008-P700656	Artur-P	Artur-P-G7008-P700656	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7008	1	43
Rog-Art-P-G7008-P700658	Artur-P	Artur-P-G7008-P700658	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7008	1	142
Rog-Art-P-G7008-P700660	Artur-P	Artur-P-G7008-P700660	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7008	1	71
Rog-Art-P-G7008-P701181	Artur-P	Artur-P-G7008-P701181	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7008	25	42
Rog-Art-P-G7009-P700033	Artur-P	Artur-P-G7009-P700033	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7009	1	24
Rog-Art-P-G7009-P700099	Artur-P	Artur-P-G7009-P700099	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7009	1	34
Rog-Art-P-G7009-P700101	Artur-P	Artur-P-G7009-P700101	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7009	1	18
Rog-Art-P-G7009-P700728	Artur-P	Artur-P-G7009-P700728	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7009	1	43
Rog-Art-P-G7009-P700730	Artur-P	Artur-P-G7009-P700730	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7009	1	40
Rog-Art-P-G7009-P700949	Artur-P	Artur-P-G7009-P700949	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7009	1	77
Rog-Art-P-G7009-P700993	Artur-P	Artur-P-G7009-P700993	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7009	1	14
Rog-Art-P-G7009-P701301	Artur-P	Artur-P-G7009-P701301	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7009	2	108
Rog-Art-P-G7009-P701366	Artur-P	Artur-P-G7009-P701366	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7009	2	152
Rog-Art-P-G7009-P701467	Artur-P	Artur-P-G7009-P701467	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7009	1	45
Rog-Art-P-G7009-P701598	Artur-P	Artur-P-G7009-P701598	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7009	1	87
Rog-Art-P-G7010-P700944	Artur-P	Artur-P-G7010-P700944	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7010	1	105
Rog-Art-P-G7010-P700988	Artur-P	Artur-P-G7010-P700988	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7010	1	125
Rog-Art-P-G7010-P701860	Artur-P	Artur-P-G7010-P701860	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7010	1	59
Rog-Art-P-G7011-P708222	Artur-P	Artur-P-G7011-P708222	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7011	2	85
Rog-Art-P-G7011-P708223	Artur-P	Artur-P-G7011-P708223	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7011	2	92
Rog-Art-P-G7012-P708069	Artur-P	Artur-P-G7012-P708069	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7012	2	87
Rog-Art-P-G7013-P700278	Artur-P	Artur-P-G7013-P700278	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7013	1	113
Rog-Art-P-G7013-P700287	Artur-P	Artur-P-G7013-P700287	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7013	1	400
Rog-Art-P-G7013-P700289	Artur-P	Artur-P-G7013-P700289	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7013	1	95
Rog-Art-P-G7013-P700292	Artur-P	Artur-P-G7013-P700292	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7013	1	31
Rog-Art-P-G7013-P700304	Artur-P	Artur-P-G7013-P700304	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7013	1	10
Rog-Art-P-G7014-P700113	Artur-P	Artur-P-G7014-P700113	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7014	1	110
Rog-Art-P-G7014-P700188	Artur-P	Artur-P-G7014-P700188	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7014	1	106
Rog-Art-P-G7014-P700223	Artur-P	Artur-P-G7014-P700223	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7014	1	156
Rog-Art-P-G7014-P700830	Artur-P	Artur-P-G7014-P700830	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7014	1	86
Rog-Art-P-G7014-P700857	Artur-P	Artur-P-G7014-P700857	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7014	2	276
Rog-Art-P-G7014-P700863	Artur-P	Artur-P-G7014-P700863	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7014	1	56
Rog-Art-P-G7015-P700055	Artur-P	Artur-P-G7015-P700055	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7015	1	64
Rog-Art-P-G7015-P700057	Artur-P	Artur-P-G7015-P700057	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7015	1	36
Rog-Art-P-G7015-P700078	Artur-P	Artur-P-G7015-P700078	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7015	2	43
Rog-Art-P-G7015-P700081	Artur-P	Artur-P-G7015-P700081	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7015	1	85
Rog-Art-P-G7015-P700083	Artur-P	Artur-P-G7015-P700083	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7015	1	35
Rog-Art-P-G7015-P700086	Artur-P	Artur-P-G7015-P700086	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7015	1	67
Rog-Art-P-G7015-P700088	Artur-P	Artur-P-G7015-P700088	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7015	1	11
Rog-Art-P-G7015-P700095	Artur-P	Artur-P-G7015-P700095	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7015	1	75
Rog-Art-P-G7015-P700097	Artur-P	Artur-P-G7015-P700097	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7015	1	26
Rog-Art-P-G7015-P700100	Artur-P	Artur-P-G7015-P700100	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7015	1	40
Rog-Art-P-G7015-P700640	Artur-P	Artur-P-G7015-P700640	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7015	1	44
Rog-Art-P-G7016-P700063	Artur-P	Artur-P-G7016-P700063	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7016	1	66
Rog-Art-P-G7016-P700340	Artur-P	Artur-P-G7016-P700340	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7016	1	107
Rog-Art-P-G7016-P700407	Artur-P	Artur-P-G7016-P700407	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7016	1	222
Rog-Art-P-G7017-P700193	Artur-P	Artur-P-G7017-P700193	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7017	1	174
Rog-Art-P-G7017-P700717	Artur-P	Artur-P-G7017-P700717	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7017	1	58
Rog-Art-P-G7017-P701096	Artur-P	Artur-P-G7017-P701096	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7017	1	241
Rog-Art-P-G7017-P701116	Artur-P	Artur-P-G7017-P701116	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7017	1	36
Rog-Art-P-G7017-P701121	Artur-P	Artur-P-G7017-P701121	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7017	1	11
Rog-Art-P-G7017-P701127	Artur-P	Artur-P-G7017-P701127	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7017	1	33
Rog-Art-P-G7017-P701164	Artur-P	Artur-P-G7017-P701164	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7017	1	47
Rog-Art-P-G7018-P700411	Artur-P	Artur-P-G7018-P700411	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7018	1	349
Rog-Art-P-G7018-P701827	Artur-P	Artur-P-G7018-P701827	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7018	1	267
Rog-Art-P-G7018-P708083	Artur-P	Artur-P-G7018-P708083	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7018	1	142
Rog-Art-P-G7019-P700675	Artur-P	Artur-P-G7019-P700675	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7019	1	144
Rog-Art-P-G7019-P700677	Artur-P	Artur-P-G7019-P700677	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7019	1	92
Rog-Art-P-G7019-P705572	Artur-P	Artur-P-G7019-P705572	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7019	1	321
Rog-Art-P-G7020-P700187	Artur-P	Artur-P-G7020-P700187	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7020	1	267
Rog-Art-P-G7020-P700234	Artur-P	Artur-P-G7020-P700234	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7020	1	92
Rog-Art-P-G7020-P700435	Artur-P	Artur-P-G7020-P700435	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7020	1	261
Rog-Art-P-G7022-P700820	Artur-P	Artur-P-G7022-P700820	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7022	1	97
Rog-Art-P-G7024-P700376	Artur-P	Artur-P-G7024-P700376	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7024	2	199
Rog-Art-P-G7024-P700410	Artur-P	Artur-P-G7024-P700410	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7024	1	150
Rog-Art-P-G7024-P700578	Artur-P	Artur-P-G7024-P700578	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7024	1	43
Rog-Art-P-G7024-P700580	Artur-P	Artur-P-G7024-P700580	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7024	1	37
Rog-Art-P-G7024-P700582	Artur-P	Artur-P-G7024-P700582	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7024	1	27
Rog-Art-P-G7024-P700826	Artur-P	Artur-P-G7024-P700826	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7024	1	29
Rog-Art-P-G7024-P700829	Artur-P	Artur-P-G7024-P700829	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7024	1	96
Rog-Art-P-G7025-P700204	Artur-P	Artur-P-G7025-P700204	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7025	1	88
Rog-Art-P-G7025-P700431	Artur-P	Artur-P-G7025-P700431	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7025	1	40
Rog-Art-P-G7025-P700445	Artur-P	Artur-P-G7025-P700445	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7025	7	44
Rog-Art-P-G7025-P700679	Artur-P	Artur-P-G7025-P700679	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7025	1	74
Rog-Art-P-G7025-P700822	Artur-P	Artur-P-G7025-P700822	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7025	1	76
Rog-Art-P-G7025-P700869	Artur-P	Artur-P-G7025-P700869	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7025	1	121
Rog-Art-P-G7025-P701356	Artur-P	Artur-P-G7025-P701356	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7025	2	205
Rog-Art-P-G7026-P700080	Artur-P	Artur-P-G7026-P700080	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7026	8	40
Rog-Art-P-G7026-P700082	Artur-P	Artur-P-G7026-P700082	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7026	1	52
Rog-Art-P-G7026-P700084	Artur-P	Artur-P-G7026-P700084	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7026	1	34
Rog-Art-P-G7026-P700102	Artur-P	Artur-P-G7026-P700102	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7026	1	51
Rog-Art-P-G7026-P700110	Artur-P	Artur-P-G7026-P700110	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7026	1	132
Rog-Art-P-G7026-P700323	Artur-P	Artur-P-G7026-P700323	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7026	1	141
Rog-Art-P-G7026-P700336	Artur-P	Artur-P-G7026-P700336	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7026	1	192
Rog-Art-P-G7027-P708115	Artur-P	Artur-P-G7027-P708115	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7027	1	178
Rog-Art-P-G7029-P705506	Artur-P	Artur-P-G7029-P705506	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7029	1	180
Rog-Art-P-G7029-P708048	Artur-P	Artur-P-G7029-P708048	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7029	1	144
Rog-Art-P-G7030-P700134	Artur-P	Artur-P-G7030-P700134	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7030	1	95
Rog-Art-P-G7030-P700144	Artur-P	Artur-P-G7030-P700144	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7030	1	33
Rog-Art-P-G7030-P700150	Artur-P	Artur-P-G7030-P700150	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7030	1	26
Rog-Art-P-G7030-P700536	Artur-P	Artur-P-G7030-P700536	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7030	1	72
Rog-Art-P-G7030-P700552	Artur-P	Artur-P-G7030-P700552	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7030	1	40
Rog-Art-P-G7030-P700555	Artur-P	Artur-P-G7030-P700555	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7030	1	49
Rog-Art-P-G7030-P701547	Artur-P	Artur-P-G7030-P701547	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7030	2	86
Rog-Art-P-G7030-P701558	Artur-P	Artur-P-G7030-P701558	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7030	1	56
Rog-Art-P-G7030-P701569	Artur-P	Artur-P-G7030-P701569	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7030	17	57
Rog-Art-P-G7031-P700603	Artur-P	Artur-P-G7031-P700603	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7031	1	122
Rog-Art-P-G7031-P700605	Artur-P	Artur-P-G7031-P700605	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7031	1	66
Rog-Art-P-G7031-P700724	Artur-P	Artur-P-G7031-P700724	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7031	1	106
Rog-Art-P-G7031-P700726	Artur-P	Artur-P-G7031-P700726	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7031	1	64
Rog-Art-P-G7031-P701323	Artur-P	Artur-P-G7031-P701323	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7031	3	52
Rog-Art-P-G7031-P701326	Artur-P	Artur-P-G7031-P701326	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7031	3	37
Rog-Art-P-G7032-P700022	Artur-P	Artur-P-G7032-P700022	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7032	2	79
Rog-Art-P-G7032-P700032	Artur-P	Artur-P-G7032-P700032	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7032	1	63
Rog-Art-P-G7032-P700069	Artur-P	Artur-P-G7032-P700069	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7032	2	84
Rog-Art-P-G7032-P700613	Artur-P	Artur-P-G7032-P700613	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7032	1	54
Rog-Art-P-G7032-P700668	Artur-P	Artur-P-G7032-P700668	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7032	2	122
Rog-Art-P-G7032-P700682	Artur-P	Artur-P-G7032-P700682	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7032	1	47
Rog-Art-P-G7032-P700684	Artur-P	Artur-P-G7032-P700684	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7032	1	70
Rog-Art-P-G7032-P701214	Artur-P	Artur-P-G7032-P701214	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7032	3	28
Rog-Art-P-G7034-P700048	Artur-P	Artur-P-G7034-P700048	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7034	1	44
Rog-Art-P-G7034-P700918	Artur-P	Artur-P-G7034-P700918	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7034	1	60
Rog-Art-P-G7034-P701166	Artur-P	Artur-P-G7034-P701166	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7034	1	33
Rog-Art-P-G7034-P701168	Artur-P	Artur-P-G7034-P701168	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7034	1	14
Rog-Art-P-G7034-P701170	Artur-P	Artur-P-G7034-P701170	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7034	3	9
Rog-Art-P-G7034-P701620	Artur-P	Artur-P-G7034-P701620	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7034	1	111
Rog-Art-P-G7034-P701799	Artur-P	Artur-P-G7034-P701799	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7034	2	48
Rog-Art-P-G7034-P702217	Artur-P	Artur-P-G7034-P702217	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7034	1	106
Rog-Art-P-G7034-P702220	Artur-P	Artur-P-G7034-P702220	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7034	1	77
Rog-Art-P-G7034-P702223	Artur-P	Artur-P-G7034-P702223	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7034	1	55
Rog-Art-P-G7036-P701111	Artur-P	Artur-P-G7036-P701111	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7036	1	239
Rog-Art-P-G7036-P701113	Artur-P	Artur-P-G7036-P701113	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7036	1	25
Rog-Art-P-G7036-P701119	Artur-P	Artur-P-G7036-P701119	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7036	1	18
Rog-Art-P-G7036-P701130	Artur-P	Artur-P-G7036-P701130	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7036	1	92
Rog-Art-P-G7036-P701237	Artur-P	Artur-P-G7036-P701237	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7036	1	58
Rog-Art-P-G7036-P701239	Artur-P	Artur-P-G7036-P701239	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	Artur-P-G7036	1	30
