TEXT-ID	SUBCORPUS	TITLE	DATE	SOURCE	URL	TEXT-REGION	DOMAIN	TYPE	CHANNEL	SENTENCES	WORDS	SPK-IDsUTTS
Gos124	Gos	Oddaja z gosti o izraelskih napadih na Gazo in o tem, kakšne so možnosti mirnega sobivanja Palestincev in Izraelcev na tem območju.	2009-11	-	-	Ljubljana	TVSlo, Polemika	informativno-izobraževalni	televizija	13	283	Gf-novi-02137 Am-novi-02133
Gos125	Gos	Intervju o načrtih politične opozicije v Sloveniji.	2009-10	-	-	Ljubljana	TVSlo, StudioCity	informativno-izobraževalni	televizija	6	89	Sm-novi-06570
Gos126	Gos	Intervju o težavah večjega slovenskega holdinga.	2009-10	-	-	Ljubljana	TVSlo, StudioCity	informativno-izobraževalni	televizija	6	85	Im-gost-06571 Sm-novi-06570
Gos127	Gos	Intervju o slovenskih vojaških operacijah v tujini.	2009-10	-	-	Ljubljana	TVSlo, StudioCity	informativno-izobraževalni	televizija	5	86	Lf-gost-05513 Sm-novi-06570
Gos128	Gos	Intervju o slovenski polpretekli zgodovini.	2009-10	-	-	Ljubljana	TVSlo, StudioCity	informativno-izobraževalni	televizija	5	81	Fm-gost-06571 Sm-novi-06570
Gos129	Gos	Intervju o težavah slovenske policije.	2009-10	-	-	Ljubljana	TVSlo, StudioCity	informativno-izobraževalni	televizija	4	83	Sm-novi-06570 Sf-gost-00013
Gos130	Gos	Jutranji program radia.	2009-07	-	-	Kranj	Belvi, jutranji	razvedrilni	radio	14	219	Bm-novi-06519 Af-novi-06518
Gos131	Gos	Jutranji program radia.	2009-08	-	-	Kranj	Belvi, jutranji	razvedrilni	radio	9	110	Bm-novi-06519
Gos132	Gos	Jutranji program radia.	2009-08	-	-	Kranj	Belvi, jutranji	razvedrilni	radio	3	83	Af-novi-06518 Bm-novi-06519
Gos133	Gos	Jutranji program radia.	2009-08	-	-	Kranj	Belvi, jutranji	razvedrilni	radio	3	85	Bm-novi-06519 Af-novi-06518
Gos134	Gos	Jutranji program radia.	2009-08	-	-	Kranj	Belvi, jutranji	razvedrilni	radio	7	121	Hm-nast-06559 Bm-novi-06519 Af-novi-06518
Gos135	Gos	Jutranji program radia.	2009-11	-	-	Koper	Capris, jutranji	razvedrilni	radio	31	370	Bm-mode-05621 Nm-posl-05638 Am-mode-05620 Lm-nast-05625
Gos136	Gos	Jutranji program radia, rdeča nit oddaje je odnos do resnice in laži.	2010-01	-	-	Koper	Capris, jutranji	razvedrilni	radio	59	867	Am-mode-05620 Cm-mode-05621
Gos137	Gos	Jutranji program radia.	2009-10	-	-	Koper	Capris, jutranji	razvedrilni	radio	34	316	Bm-mode-05621 Am-mode-05620 Jm-posl-05627
Gos138	Gos	Nagradni kviz - poslušalca se v dvoboju pomerita v poznavanju krajev na črko i.	2009-07	-	-	Novo mesto	Krka, potovanja	razvedrilni	radio	84	741	Sf-mode-04529 Dm-posl-04530 Mm-posl-04531
Gos139	Gos	Radijski pogovor med novinarjem in starejšo prebivalko Porabja (Gornji Senik) o vsakdanjih dogodkih v preteklosti.	2010-07	-	-	Monošter	moderirani pogovor	razvedrilni	radio	10	173	If-inte-10503 Am-novi-10501
Gos140	Gos	Radijski pogovor med novinarjem in starejšo prebivalko Porabja (Stevanovci) o dogodkih v preteklosti.	2010-07	-	-	Monošter	moderirani pogovor	razvedrilni	radio	7	101	Am-novi-10501 Bf-inte-10502
Gos141	Gos	Jutranji program radia.	2009-07	-	-	Maribor	Center, jutranji	razvedrilni	radio	18	224	Am-novi-02066 Kf-posl-02076 Cf-novi-02068
Gos142	Gos	Pogovor s pevko o nastajanju in izdaji nove plošče.	2009-07	-	-	Ljubljana	Val202, Na sceni	razvedrilni	radio	16	221	Bf-gost-02045 Am-novi-02044
Gos143	Gos	Pogovor z gostoma iz glasbene skupine o izdaji nove plošče.	2009-10	-	-	Ljubljana	Val202, Na sceni	razvedrilni	radio	8	167	Am-novi-02044 Cm-inte-02100 Bm-inte-02099
Gos144	Gos	Jutranji program radia.	2009-11	-	-	Maribor	City, jutranji	razvedrilni	radio	25	355	Bm-mode-01016 Dm-mode-01017
Gos145	Gos	Jutranji program: vsakdanje teme (zimsko vreme, služba), čestitke, nagradna igra.	2009-12	-	-	Maribor	City, jutranji	razvedrilni	radio	33	268	Mm-posl-01032 Ef-mode-01018 Dm-mode-01017
Gos146	Gos	Jutranji program: vsakdanje teme (zimsko vreme, služba), nagradna igra.	2009-12	-	-	Maribor	City, jutranji	razvedrilni	radio	17	201	Dm-mode-01017 Ef-mode-01018
Gos147	Gos	Jutranji program radia.	2009-11	-	-	Škofja vas	Fantasy, jutranji	razvedrilni	radio	4	98	Am-mode-02120
Gos148	Gos	Intervju s popotnikom iz Irana.	2009-10	-	-	Slovenj Gradec	Koroški, intervju	razvedrilni	radio	5	77	Pf-novi-01004
Gos149	Gos	Intervju z uspešno slovensko smučarko.	2009-10	-	-	Slovenj Gradec	Koroški, intervju	razvedrilni	radio	5	130	Mf-inte-01007
Gos150	Gos	Intervju z radijskim napovedovalcem.	2009-10	-	-	Slovenj Gradec	Koroški, intervju	razvedrilni	radio	6	45	Gm-novi-01008 Jm-inte-01009
Gos151	Gos	Intervju s strokovnjakom o prenovljeni lokalni meteorološki postaji.	2009-10	-	-	Slovenj Gradec	Koroški, intervju	razvedrilni	radio	3	113	Bm-inte-01002 Xm-novi-01001
Gos152	Gos	Študentska oddaja.	2009-10	-	-	Slovenj Gradec	Koroški, Salter	razvedrilni	radio	10	94	Zf-mode-01014 Tf-mode-01013
Gos153	Gos	Študentska radijska oddaja.	2009-10	-	-	Slovenj Gradec	Koroški, Salter	razvedrilni	radio	13	113	Zf-mode-01014 Af-mode-01010 Tf-mode-01013
Gos154	Gos	Jutranji program radia.	2009-11	-	-	Maribor	Maribor1, jutranji	razvedrilni	radio	10	121	Hf-mode-07518 Mm-inte-07510
Gos155	Gos	Lokalna radijska oddaja, v kateri poslušalcem izpolnjujejo glasbene želje.	2010-09	-	-	Ljutomer	Maxi, Pižama bar	razvedrilni	radio	34	296	Dm-mode-10505 Ff-posl-10507 Bm-posl-10506 Pm-mode-10504
Gos156	Gos	Glasbena oddaja o domači glasbi z gosti, nagradno igro ipd.	2010-03	-	-	Ljutomer	Maxi, Pod brajdami	razvedrilni	radio	11	147	Rm-mode-08503 Jm-gost-08504
Gos157	Gos	Razvedrilni TV šov v nedeljo zvečer z dvema voditeljema in gostjo, pevko v slovenski zabavnoglasbeni skupini.	2009-07	-	-	Ljubljana	PopTV, As ti tud	razvedrilni	televizija	25	290	Am-novi-02048 Cf-gost-00510 Bm-novi-02049
Gos158	Gos	Večerni razvedrilni TV-šov z gostjo, znano slovensko pevko.	2010-07	-	-	Ljubljana	PopTV, As ti tud	razvedrilni	televizija	22	261	Af-gost-09027 Em-mode-02048 Cm-mode-02049
Gos159	Gos	Razvedrilni TV-šov v nedeljo zvečer z dvema voditeljema in gostom, znanim slovenskim igralcem in gledališčnikom.	2009-08	-	-	Ljubljana	PopTV, As ti tud	razvedrilni	televizija	92	985	Gm-novi-02048 Om-gost-06560 Sm-novi-02049
Gos160	Gos	Kuharska oddaja, kuhanje petelina v vinu, prisoten tudi gost v studiu.	2009-10	-	-	Ljubljana	PopTV, Desetka	razvedrilni	televizija	17	103	Bm-nast-00022 Um-nast-00021
Gos161	Gos	Televizijska kuharska oddaja z znano gostjo; kuhanje špagetov s školjkami.	2009-12	-	-	Ljubljana	PopTV, Desetka	razvedrilni	televizija	21	419	Bm-nast-00022 Um-nast-00021
Gos162	Gos	Resničnostni šov, v katerem udeleženci živijo na kmetiji.	2009-08	-	-	Ljubljana	PopTV, Kmetija	razvedrilni	televizija	18	200	Am-nast-00509 Em-nast-00513 Dm-nast-00512
Gos163	Gos	Resničnostni šov, v katerem udeleženci živijo na kmetiji. Večerna oddaja.	2009-07	-	-	Ljubljana	PopTV, Kmetija	razvedrilni	televizija	15	130	Gf-nast-00515 Em-nast-00513 Hf-nast-00516 Fm-nast-00514
Gos164	Gos	Televizijska igra na srečo - posebna oddaja z znanimi osebnostmi.	2009-12	-	-	Ljubljana	PopTV, Vzemi ali pusti	razvedrilni	televizija	66	533	Tf-nast-09007 Af-gost-06561 Yn-posl-00000 Zm-mode-00026 Mm-gost-09018
Gos165	Gos	Pogovor z znano igralko in njenimi prijatelji o gledališču, filmu in njenem zasebnem življenju.	2009-11	-	-	Ljubljana	TVSlo, NLP	razvedrilni	televizija	20	299	Af-gost-02157 Bm-novi-02158 Cf-novi-02159
Gos166	Gos	Pogovor z znano osebo s področja smučanja o smučanju in o njegovem zasebnem življenju.	2009-11	-	-	Ljubljana	TVSlo, NLP	razvedrilni	televizija	18	334	Cm-gost-02163 Af-novi-02159
Gos167	Gos	Zabavna TV oddaja z znanimi gosti, teme so slovensko-hrvaški odnosi, slovenski nacionalni značaj, metanje čevljev v politike...	2009-11	-	-	Ljubljana	TVSlo, Piramida	razvedrilni	televizija	56	857	Df-mode-06573 Zf-nast-05502 Tm-nast-06575 If-nast-06574 Jm-nast-06577
Gos168	Gos	Finale velaslaloma za ženske v Aareju - prvi tek.	2009-07	-	-	Ljubljana	TVSlo, šport	razvedrilni	televizija	9	174	Bm-novi-02092 Am-novi-02099
Gos169	Gos	Finale velaslaloma za ženske v Aareju - drugi tek.	2009-08	-	-	Ljubljana	TVSlo, šport	razvedrilni	televizija	12	181	Bm-mode-02092 Am-mode-02099
Gos170	Gos	Nogomet - kvalifikacije za SP 2010 (Poljska - Severna Irska) - prvi polčas.	2009-08	-	-	Ljubljana	TVSlo, šport	razvedrilni	televizija	11	141	Am-mode-00518
Gos171	Gos	Nogomet - kvalifikacije za SP 2010 (Poljska - Severna Irska) - drugi polčas.	2009-07	-	-	Ljubljana	TVSlo, šport	razvedrilni	televizija	9	128	Am-mode-00518
Gos172	Gos	Sestanek učiteljic, razpravljajo o nadomešcanju izostale učiteljice, načrtujejo šolsko delo prihajajočega tedna.	2009-07	lastni posnetek	-	Dobravlje	formalni delovni sestanek	nezasebni	osebni stik	10	158	Af-prof-05563 Bf-prof-05564 Cf-prof-05565
Gos173	Gos	Pogovor med prodajalcem prevlek za žimnice in stranko po prodaji, ko je prodajalec prišel po denar.	2010-07	lastni posnetek	-	Izola	prodaja/trgovina	nezasebni	osebni stik	56	775	Bm-stra-05582 Am-prod-05581
Gos174	Gos	Sestanek sodelavk v okviru univerze o delu na projektu.	2010-05	lastni posnetek	-	Koper	formalni delovni sestanek	nezasebni	osebni stik	12	234	Bf-udel-05579 Af-vodj-05578 Cf-udel-05580
Gos175	Gos	Pogovor stranke in zavarovalne agentke pri stranki doma, obnavljanje zavarovalne police za hišo.	2010-04	lastni posnetek	-	Škofja Loka	prodaja/trgovina	nezasebni	osebni stik	6	179	Am-stra-02231 Bf-akvi-02263
Gos176	Gos	Sestanek jezikovnega oddelka v okviru univerze.	2010-03	lastni posnetek	-	Ljubljana	formalni delovni sestanek	nezasebni	osebni stik	29	396	Bf-udel-02285 Ff-udel-02289 Ef-udel-02288 Df-udel-02287 Am-udel-02284 Hm-udel-02291 Jf-udel-02293
Gos177	Gos	Konzultacija za doktorsko disertacijo.	2009-10	lastni posnetek	-	Ljubljana	konzultacija	nezasebni	osebni stik	11	162	Bf-stud-02167 Af-prof-02166
Gos178	Gos	Sestanek sodelavcev pri gradnji nacionalnega govornega korpusa. Ena sogovornica sodeluje pri sestanku prek Skypa.	2010-03	lastni posnetek	-	Ljubljana	neformalni delovni sestanek	nezasebni	osebni stik	17	227	Ef-udel-02235 Ff-udel-02236 Am-udel-02231 Df-udel-02234 Bf-udel-02232 Cf-udel-02233 Hf-udel-02238
Gos179	Gos	Neformalni delovni sestanek med naročnikom raziskave in študentko, ki pomaga pri raziskavi o lastništvu medijev.	2010-07	lastni posnetek	-	Ljubljana	neformalni delovni sestanek	nezasebni	osebni stik	27	208	Bm-sode-05588 Af-sode-05584
Gos180	Gos	Pogovor med stranko in arhitektom pri stranki doma o ureditvi vrta in izgradnji bazena.	2010-04	lastni posnetek	-	Ljubljana	storitev	nezasebni	osebni stik	12	209	Bm-udel-07137 Af-stra-02166
Gos181	Gos	Delovni sestanek učiteljic 4. in 5. razreda osnovne šole. Izpolnjevanje delovnega lista, povezanega z veščinami, ki naj bi jih otroci usvojili do konca osnovne šole. Razprava o kolesarskem izpitu in učbenikih za naslednje šolsko leto.	2009-06	lastni posnetek	-	Domžale	neformalni delovni sestanek	nezasebni	osebni stik	91	741	Af-udel-02552 Bf-udel-02553 Df-udel-02555 Cf-udel-02554
Gos182	Gos	Pogovor med redno stranko in frizerko v frizerskem salonu.	2010-03	lastni posnetek	-	Ljubljana	storitev	nezasebni	osebni stik	56	742	Bf-prod-02264 Af-stra-02238
Gos183	Gos	Pogovor med tremi sodelavci v trgovini o svojem delu, prevzemanju izdelkov itd. Govorka ima veliko dela na računalniku, eden izmed govorcev je malo oddaljen in se pogovoru pridruži redkeje. Eden izmed govorcev pa med drugim kliče svojo nadrejeno, njenega moža in neko podjetje, kjer naroča izdelke.	2009-12	lastni posnetek	-	Kočevje	neformalni delovni sestanek	nezasebni	osebni stik	67	748	Pf-prod-00804 Gm-prod-00805 Sm-prod-00803
Gos184	Gos	Pogovor med tremi zaposlenimi v lovski in ribiški trgovini: o delu med prazniki, pošiljanju voščilnic poslovnim partnerjem, inventuri v začetku leta, dolgovih, strankah, krajah itd. Ker so vsi trije govorci zaposleni v družinskem podjetju, je veliko pogovora osebnega in ne povezanega s podjetjem.	2009-12	lastni posnetek	-	Kočevje	neformalni delovni sestanek	nezasebni	osebni stik	16	115	Jm-soro-00807 Gm-soro-00806 Mf-soro-00808
Gos185	Gos	Govorilna ura v vrtcu, pogovor med mamo, vzgojiteljico in pomočnico vzgojiteljice.	2010-06	lastni posnetek	-	Vrhnika	formalni razgovor	nezasebni	osebni stik	18	155	Af-udel-02236 Cf-udel-02323 Bf-udel-02322
Gos186	Gos	Konzultacija o diplomski nalogi iz prevajalstva med mentorjem in študentko.	2010-02	lastni posnetek	-	Maribor	konzultacija	nezasebni	osebni stik	9	212	Am-prof-05663 Bf-stud-05664
Gos187	Gos	Pogovor študenta in profesorja na smeri računalništvo o temi seminarske naloge.	2010-01	lastni posnetek	-	Maribor	konzultacija	nezasebni	osebni stik	9	78	Rm-stud-01076 Mm-prof-01075
Gos188	Gos	Konzultacija na višji šoli med študentko in predavateljico pri predmetu jezikovne kulture.	2010-07	lastni posnetek	-	Maribor	konzultacija	nezasebni	osebni stik	5	82	Sf-stud-07532 Pf-prof-07533
Gos189	Gos	Konzultacija na višji šoli med študentko in predavateljico pri predmetu jezikovne kulture.	2010-07	lastni posnetek	-	Maribor	konzultacija	nezasebni	osebni stik	8	122	Pf-prof-07533 Sf-stud-07534
Gos190	Gos	Nakup rož za vrt in sobnih rož v cvetličarni.	2010-04	lastni posnetek	-	Ormož	prodaja/trgovina	nezasebni	osebni stik	87	656	Bf-prod-02277 Af-stra-02276 Cf-stra-02265
Gos191	Gos	Pogovor med pacientom in fizioterapevtko med fizioterapevtsko obravnavo.	2010-05	lastni posnetek	-	Brestrnica	storitev	nezasebni	osebni stik	25	132	Bf-udel-02299 Am-stra-02298
Gos192	Gos	Pogovor med frizerjem, stranko, ki jo striže, in tretjo (stalno) stranko, ki je prisotna ob striženju.	2010-06	lastni posnetek	-	Maribor	storitev	nezasebni	osebni stik	16	175	Am-prod-02325 Bf-stra-02326 Cf-stra-07534
Gos193	Gos	Pogovor med frizerjem in strankami v frizerskem salonu.	2010-06	lastni posnetek	-	Maribor	storitev	nezasebni	osebni stik	8	102	Bf-stra-02329 Cf-stra-07534
Gos194	Gos	Inštrukcije matematike, priprave na test.	2010-04	lastni posnetek	-	Maribor	storitev	nezasebni	osebni stik	26	171	Af-udel-02265 Bf-udel-02266
Gos195	Gos	Prva študija nove gledališke predstave.	2010-03	lastni posnetek	-	Maribor	neformalni delovni sestanek	nezasebni	osebni stik	7	245	If-vodj-01109 Vm-nadr-01108
Gos196	Gos	Razgovor za delo v jezikovni šoli.	2010-07	lastni posnetek	-	Brestrnica	formalni razgovor	nezasebni	osebni stik	8	145	Vf-nadr-07537 Mm-udel-07538
Gos197	Gos	Pogovor v zobozdravniški ordinaciji med pacientko, zobozdravnikom in asistentko.	2010-07	lastni posnetek	-	Maribor	storitev	nezasebni	osebni stik	8	124	Sf-paci-07534 Zm-zdra-07535
Gos198	Gos	Pogovor med stranko in prodajalcem v zlatarni.	2010-07	lastni posnetek	-	Maribor	prodaja/trgovina	nezasebni	osebni stik	11	101	Bm-prod-05597 Af-stra-05596
Gos199	Gos	Sestanek učiteljic v SŠ. Določanje terminov za projektne naloge, izbor tem nalog, elementi projektne naloge, kriteriji ocenjevanja nastopa dijaka ...	2010-05	lastni posnetek	-	Radenci	neformalni delovni sestanek	nezasebni	osebni stik	8	122	Af-udel-02327 Bf-udel-02328
Gos200	Gos	Telefonska promocija izdelka za lajšanje bolečin in dogovarjanje za termin predstavitve izdelka.	2010-07	lastni posnetek	-	Kranj, Maribor	prodaja/trgovina	nezasebni	telefon	52	643	Bm-klic-02237 Af-info-05596
Gos201	Gos	Učiteljica in vodja izobraževanja se pogovarjata o tekočih zadevah. Na začetku se oglasi še neka druga oseba.	2010-07	lastni posnetek	-	Ljubljana, Kranj	neformalni delovni sestanek	nezasebni	telefon	3	44	Cf-vodj-05590 Af-klic-06567
Gos202	Gos	Pogovor med stranko in uslužbenko ponudnika telekomunikacijskih storitev.	2010-06	lastni posnetek	-	Ljubljana, Maribor	prodaja/trgovina	nezasebni	telefon	4	54	Bm-stra-02321 Af-info-02320
Gos203	Gos	Telefonski pogovor med uslužbenko v banki, ki posreduje informacije o ponudbi banke, in potencialnim komitentom.	2010-08	lastni posnetek	-	Ljubljana	informacije	nezasebni	telefon	3	52	Af-info-07192 Bm-klic-07193
Gos204	Gos	Posredovanje informacij o turističnih aktivnostih.	2010-07	lastni posnetek	-	Ljubljana, Kostanjevica na Krki	informacije	nezasebni	telefon	4	108	Af-stra-02233 Bf-info-02319
Gos205	Gos	Svetovanje o lokalni turistični ponudbi, pogovor med informatorko v turističnem informativnem centru in klicalko.	2010-07	lastni posnetek	-	Ljubljana, Štanjel	informacije	nezasebni	telefon	4	78	Af-info-02324 Bf-stra-02233
Gos206	Gos	Telefonsko svetovanje o energetsko varčni gradnji.	2010-08	lastni posnetek	-	Ljubljana, Ljutomer	svetovanje	nezasebni	telefon	8	165	Vm-prod-07539 Sm-klic-02321
Gos207	Gos	Telefonski pogovor med tajnico fakultetnega oddelka in predavateljem o izpitnem roku.	2010-09	lastni posnetek	-	Ljubljana	tajništvo	nezasebni	telefon	1	35	Bm-pred-02354
Gos208	Gos	Kratek telefonski pogovor med tajnico fakultetnega oddelka in predavateljem na oddelku.	2010-09	lastni posnetek	-	Ljubljana	tajništvo	nezasebni	telefon	1	25	Bm-pred-01107
Gos209	Gos	Turistično agencijo pokliče dekle, ki potuje v Izrael in želi pridobiti podatke o potovanju.	2010-07	lastni posnetek	-	Ljubljana	informacije	nezasebni	telefon	14	158	Am-info-05594 Bf-klic-05595
Gos210	Gos	Telefonski pogovor med stranko in informatorjem v klicnem centru podjetja, ki trži telekomunikacijske storitve.	2010-05	lastni posnetek	-	Maribor	informacije	nezasebni	telefon	4	24	Bf-stra-02265 Af-prod-02278
Gos211	Gos	Telefonski pogovor med stranko in informatorjem v klicnem centru podjetja, ki trži telekomunikacijske storitve.	2010-05	lastni posnetek	-	Maribor	informacije	nezasebni	telefon	1	30	Af-prod-02279
Gos212	Gos	Telefonski pogovor med stranko in informatorjem v klicnem centru podjetja, ki trži telekomunikacijske storitve.	2010-08	lastni posnetek	-	Maribor	informacije	nezasebni	telefon	6	50	Af-info-02265 Bm-klic-05614
Gos213	Gos	Predstavitev in prodaja prehrambenih izdelkov.	2010-04	lastni posnetek	-	Maribor	prodaja/trgovina	nezasebni	telefon	2	54	Am-stra-02270
Gos214	Gos	Telefonski pogovor med kupcem in prodajalcem v kolesarski trgovini.	2010-05	lastni posnetek	-	Maribor	prodaja/trgovina	nezasebni	telefon	8	128	Am-prod-02274 Bm-stra-02275
Gos215	Gos	Telefonski pogovor med stranko in prodajalcem v kolesarski trgovini.	2010-05	lastni posnetek	-	Maribor	prodaja/trgovina	nezasebni	telefon	3	26	Bf-stra-02273 Am-prod-02272
Gos216	Gos	Svetovanje glede energetsko varčne gradnje.	2010-04	lastni posnetek	-	Maribor	svetovanje	nezasebni	telefon	13	316	Bm-prod-02283 Am-stra-02275
Gos217	Gos	Pogovor na predvečer debelega četrtka v pustnem času. Teme so različne in se neprestano menjujejo, npr. pluženje snega, praznovanje debelega četrtka, vinjete itd.	2010-02	lastni posnetek	-	Sele-Kot	doma, družina	zasebni	osebni stik	18	159	Jf-star-10005 Ef-soro-10003 Pm-soro-10004 Bf-ssta-10002
Gos218	Gos	Pogovor med babico, vnukinjo in pravnukinjo ob preživljanju prostega dopoldneva. Teme so barvanje slikanice, različni pripetljaji, računanje ...	2010-02	lastni posnetek	-	Sele-Kot	doma, družina	zasebni	osebni stik	15	198	Jf-otro-10001 Ef-soro-10003 Bf-ssta-10002
Gos219	Gos	Pogovor predvsem o temah, povezanih z življenjem na podeželju - stroji, pridelki, kuhanje...	2009-08	lastni posnetek	-	Žiče	doma, družina	zasebni	osebni stik	24	252	Df-soro-02107 Cm-star-02106 Am-soro-02104 Bm-otro-02105
Gos220	Gos	Družinski pogovor ob kavici.	2009-09	lastni posnetek	-	Lože Vipava	doma, družina	zasebni	osebni stik	56	651	Df-otro-05614 Bm-star-05612 Af-star-05611 Cf-otro-05613
Gos221	Gos	Pogovor v družini o aktualnih zadevah - velikonočni prazniki, dogajanje v družini...	2009-07	lastni posnetek	-	Ajdovščina	doma, družina	zasebni	osebni stik	3	61	Am-star-05559
Gos222	Gos	Pogovor med dvema prijateljicama o stanodajalcih in drugih dogodkih.	2009-12	lastni posnetek	-	Ljubljana	doma, prijatelji	zasebni	osebni stik	11	181	Mf-prij-01630 Jf-prij-01612
Gos223	Gos	Pogovor treh prijateljic.	2010-07	lastni posnetek	-	Trst	doma, prijatelji	zasebni	osebni stik	23	223	Bf-prij-05586 Cf-prij-05587 Af-prij-05585
Gos224	Gos	Pogovor med starejšima prijateljicama o cerkvi, opravilih, živini, zdravju ...	2010-07	lastni posnetek	-	Žurkov Dol	doma, prijatelji	zasebni	osebni stik	75	733	Bf-prij-07191 Af-prij-07190
Gos225	Gos	Pogovor med mlajšimi prijatelji o športnih stavah, pokru, avtošoli ipd.	2010-07	lastni posnetek	-	Sevnica	doma, prijatelji	zasebni	osebni stik	29	226	Em-prij-02349 Hf-prij-02352 Fm-prij-02350 Dm-prij-02348 Bm-prij-02346 Cm-prij-02347 Am-prij-02345
Gos226	Gos	Obisk pri sosedih in pogovori o vsakdanjih stvareh.	2009-12	lastni posnetek	-	Vihre	doma, prijatelji	zasebni	osebni stik	16	184	Cf-otro-02242 Df-otro-02243 Bf-star-02241 Am-star-02240
Gos227	Gos	Družinsko kosilo in druženje s sorodniki; splošni pogovor, obujanje spominov ipd.	2009-10	lastni posnetek	-	Stomaž pri Sežani	zunaj doma, družina	zasebni	osebni stik	12	75	Ff-soro-05614 Af-soro-05615 Bf-soro-05616 Ef-soro-05613
Gos228	Gos	Pogovor v baru med sodelavci med odmorom za malico.	2009-12	lastni posnetek	-	Koper	zunaj doma, prijatelji	zasebni	osebni stik	45	753	Tf-sode-01617 If-sode-01616 Sf-sode-01618 Rm-sode-01614 Kf-sode-01615
Gos229	Gos	Vsakotedenski pogovar vnukinje na obisku pri babici o trenutnih dogodkih, dogodkih iz preteklosti...	2009-04	lastni posnetek	-	Tržič	doma, družina	zasebni	osebni stik	71	721	Lf-otro-06567 Ef-ssta-06566
Gos230	Gos	Hči pripoveduje materi o filmu, ki ga je gledala, dogodkih, ki so se zgodili čez vikend...	2009-04	lastni posnetek	-	Tržič	doma, družina	zasebni	osebni stik	6	121	If-otro-06565 Cf-star-06564
Gos231	Gos	Pogovor med materjo in hčerko o vnukinji in vsakdanjih stvareh.	2010-07	lastni posnetek	-	Kranj	doma, družina	zasebni	osebni stik	13	121	Af-star-05582 Bf-otro-05583
Gos232	Gos	Pogovor med sestrama o študiju, plesu, koncertih.	2009-10	lastni posnetek	-	Čirče	doma, prijatelji	zasebni	osebni stik	10	110	Mf-udel-03013 Pf-udel-03012
Gos233	Gos	Pogovor med sinom in staršema o urejanju vrta, nakupu novih zvočnikov in vzdrževanju računalniške opreme.	2009-10	lastni posnetek	-	Valburga	doma, družina	zasebni	osebni stik	97	734	Bm-star-03014 Df-star-03015 Tm-otro-03016
Gos234	Gos	Mož in žena se pogovarjata o preživetem dnevu, preživljanju vikenda, načrtih za bližnjo prihodnost, sorodnikih ...	2010-03	lastni posnetek	-	Ljubljana	doma, družina	zasebni	osebni stik	4	56	Bf-soro-07139 Am-soro-07138
Gos235	Gos	Pogovor ob kavi med svakinjama in možem ene od njiju o vsakdanjih dogodkih doma in v službi, o otrocih, izletih, nabiranju gob, domačih živalih itd.	2010-07	lastni posnetek	-	Ljubljana	doma, družina	zasebni	osebni stik	12	198	Tf-soro-09519 Mf-soro-09520 Zm-soro-09521
Gos236	Gos	Družinsko srečanje, praznovanje uspešno opravljenega strokovnega izpita članice družine. Teme so prihajajoč dopust, anekdote s potovanja dveh članov družine, zgodbe, ki so se pripetile prijateljem, ter o potovanjih in izkušnjah s turističnimi agencijami nasploh.	2009-05	lastni posnetek	-	Vrhpolje pri Moravčah	doma, družina	zasebni	osebni stik	18	168	Cf-star-02561 Bm-star-02560 Df-otro-02562 Af-otro-02559
Gos237	Gos	Pogovor med starejšima osebama o otroštvu, vojni, revščini itd.	2009-12	lastni posnetek	-	Potok pri Kočevju	doma, družina	zasebni	osebni stik	5	95	Tm-ssta-00802
Gos238	Gos	Pogovor dveh zakoncev o vsakdanjiku, delu na vrtu...	2009-08	lastni posnetek	-	Zaplana	doma, družina	zasebni	osebni stik	11	83	Bm-star-00526 Af-star-00525
Gos239	Gos	Prijatelja se pogovarjata o težavah domačega zdravstva in obujata spomine na potovanje po Španiji.	2009-09	lastni posnetek	-	Ljubljana	doma, prijatelji	zasebni	osebni stik	12	247	Pm-prij-06568 Om-prij-06569
Gos240	Gos	Pogovor o kmečkih opravilih (pobiranje krompirja, košnja trave itd.), raznih dogodkih, hrani, znancih in njihovem življenju, življenjskih modrostih ...	2009-08	lastni posnetek	-	Ivančna Gorica	doma, prijatelji	zasebni	osebni stik	21	219	Mm-prij-09501 Om-prij-09503 Pm-prij-09502
Gos241	Gos	Pogovor med prijateljema iz najstniških let in mamo enega izmed njiju. Večinoma o glasbi, delu in fakulteti. Eden izmed udeležencev se je razgovoril o morebitni temi diplomske naloge, elektrotehniki, robotiki, veliko so govorili o računalnikih in tehnologiji.	2010-07	lastni posnetek	-	Ivančna Gorica	doma, prijatelji	zasebni	osebni stik	15	171	Bm-prij-09523 Df-prij-09522 Vm-prij-09524
Gos242	Gos	Ponovno srečanje po dolgem času - trije govorci so se poznali že od prej, medtem ko je četrta oseba poznala le eno. Tema: glasba, koncerti, pripovedovanje raznih pripetljajev, obujanje spominov in razmišljanje o stvareh, ki se bodo šele zgodile.	2009-10	lastni posnetek	-	Ljubljana	doma, prijatelji	zasebni	osebni stik	14	190	Mm-prij-09509 Bf-prij-09525 Pm-prij-09508
Gos243	Gos	Pogovor treh članov alternativne glasbene skupine po vaji, teme se večinoma vrtijo okoli glasbe, dogajanja med vikendom in načrtov za prihodnje dni.	2010-03	lastni posnetek	-	Lavrica	zunaj doma, prijatelji	zasebni	osebni stik	20	168	Pm-prij-09506 Am-prij-09505 Mm-prij-09507
